epoch,learning_rate,train_loss,train_price_mse_std,train_delta_mse_std,train_delta_mse_weighted,val_price_mse_std,val_price_rmse,val_price_mae,val_delta_rmse,val_delta_mae,val_diff_mse_weighted,val_balanced_score
1,0.001961598184938367,0.2094769950490445,0.2094769950490445,0.0,0.0,0.09469039738178253,0.011082056338400674,0.007893649046309292,0.02071726877204504,0.016454944387078285,1.0399512946605682,0.5673208460211754
2,0.0019615965877223217,0.08505722717382014,0.08505722717382014,0.0,0.0,0.0755473505705595,0.009898673673195642,0.007004721439443529,0.03682379058818314,0.030513946432620287,3.285526692867279,1.6805370217189193
3,0.0019615939256975258,0.07111123390495777,0.07111123390495777,0.0,0.0,0.06500858906656504,0.009182326758258069,0.006519010406918824,0.01728915218694101,0.012469893554225564,0.724261537194252,0.3946350631304085
4,0.0019615901988668982,0.06472104275599122,0.06472104275599122,0.0,0.0,0.06136526074260473,0.008921310922935561,0.006137973279692233,0.023086827711992133,0.01751623721793294,1.2914469540119171,0.6764061073772609
5,0.0019615854072345265,0.06127888342598453,0.06127888342598453,0.0,0.0,0.06120303738862276,0.00890951098991304,0.005998522159643471,0.027926153575464456,0.021543600596487522,1.8896016776561737,0.9754023575223982
6,0.0019615795508056647,0.06039715476799756,0.06039715476799756,0.0,0.0,0.057663438841700554,0.008648039329404332,0.005740405642427504,0.025110379996335756,0.018666963558644056,1.5277580916881561,0.7927107652649283
7,0.0019615726295867356,0.058974627987481654,0.058974627987481654,0.0,0.0,0.057787650264799595,0.00865734860441917,0.00565670314244926,0.024764941198365822,0.018832887522876263,1.4860130548477173,0.7719003525562584
8,0.001961564643585329,0.05936588172335178,0.05936588172335178,0.0,0.0,0.060919162817299366,0.008888824898274705,0.005622041644528508,0.017287308180472576,0.011944346129894257,0.7241070419549942,0.3925131023861468
9,0.001961555592810202,0.05876637535402551,0.05876637535402551,0.0,0.0,0.05824089329689741,0.008691233013903222,0.005500086001120508,0.02011350094767754,0.014816492097452283,0.9802195429801941,0.5192302181385458
10,0.0019615454772712805,0.05840150627773255,0.05840150627773255,0.0,0.0,0.05640862789005041,0.008553427163054444,0.005560318939387798,0.02054927263060343,0.015594436787068844,1.0231538116931915,0.539781219791621
11,0.001961534296979657,0.05799020791891962,0.05799020791891962,0.0,0.0,0.05598860699683428,0.008521522901112093,0.0053991543827578425,0.02616052050988052,0.01989352609962225,1.6582147777080536,0.8571016923524439
12,0.0019615220519475928,0.058844888524618,0.058844888524618,0.0,0.0,0.05824524536728859,0.008691557930777387,0.005454828962683678,0.014087851311777413,0.008635200560092926,0.48088090121746063,0.2695630732923746
13,0.001961508742188515,0.05775255139451474,0.05775255139451474,0.0,0.0,0.05579847935587168,0.00850704175590415,0.005466268514283001,0.015321246827705167,0.010931609431281686,0.5687694102525711,0.3122839448042214
14,0.0019614943677170203,0.0562651758082211,0.0562651758082211,0.0,0.0,0.05538920033723116,0.00847578498046155,0.005430351593531668,0.021013806012146367,0.015720688505098224,1.0699350833892822,0.5626621418632567
15,0.0019614789285488715,0.056386800366453826,0.056386800366453826,0.0,0.0,0.056263853795826435,0.008542443452464884,0.005512936855666339,0.024285489918171595,0.018257913645356894,1.4290313720703125,0.7426476129330695
16,0.001961462424701,0.055532528611365706,0.055532528611365706,0.0,0.0,0.05630159564316273,0.008545308338519903,0.0055432155495509505,0.02062481032738341,0.015265200985595584,1.030689686536789,0.5434956410899758
17,0.0019614448561915037,0.05617414845619351,0.05617414845619351,0.0,0.0,0.05463478062301874,0.008417865432285836,0.005327159189619124,0.021395356290769905,0.015853896737098694,1.1091417074203491,0.5818882440216839
18,0.001961426223039649,0.05543849623063579,0.05543849623063579,0.0,0.0,0.05440682731568813,0.008400286244728062,0.0052169832633808255,0.020189018139628243,0.014975738013163209,0.9875939637422562,0.5210003955289721
19,0.0019614065252658696,0.05584140226710588,0.05584140226710588,0.0,0.0,0.05444886349141598,0.008403530779544985,0.005231170449405909,0.021580263009821344,0.015691235661506653,1.1283958852291107,0.5914223743602633
20,0.001961385762891766,0.0554516693810001,0.0554516693810001,0.0,0.0,0.0541994059458375,0.008384258004115358,0.005362535826861858,0.02628809797243207,0.019390209577977657,1.6744275093078613,0.8643134576268494
21,0.0019613639359401074,0.0554470035713166,0.0554470035713166,0.0,0.0,0.056124250404536724,0.008531839177593575,0.005380734917707741,0.024480450192357398,0.018437393940985203,1.4520675539970398,0.7540959022007883
22,0.0019613410444348288,0.05592148279538378,0.05592148279538378,0.0,0.0,0.05459604598581791,0.00841488085285444,0.005422679940238595,0.015033006832574797,0.01044476218521595,0.5475701093673706,0.30108307767659426
23,0.0019613170884010345,0.05538954492658377,0.05538954492658377,0.0,0.0,0.0542709156870842,0.008389787504356034,0.005524735432118177,0.02160238794308026,0.015876194462180138,1.1307108104228973,0.5924908630549908
24,0.0019612920678649943,0.05519291030941531,0.05519291030941531,0.0,0.0,0.053546372801065445,0.008333595255445168,0.005292858928442001,0.016799382349075288,0.012401421321555972,0.683808758854866,0.36867756582796574
25,0.0019612659828541473,0.05461846722755581,0.05461846722755581,0.0,0.0,0.05469154380261898,0.008422237353113562,0.005181238520890474,0.02287503532409139,0.01743741426616907,1.267860770225525,0.6612761570140719
26,0.0019612388333970984,0.05560528102796525,0.05560528102796525,0.0,0.0,0.054022143594920635,0.008370536434951961,0.005119947716593742,0.019339593793905104,0.013800186570733786,0.906238928437233,0.4801305360160768
27,0.0019612106195236205,0.05460477765882388,0.05460477765882388,0.0,0.0,0.05262590851634741,0.008261657319822664,0.00519463827367872,0.022387879117650045,0.016621768474578857,1.214434027671814,0.6335299680940807
28,0.001961181341264653,0.055561489483807236,0.055561489483807236,0.0,0.0,0.05419369414448738,0.008383816601744663,0.005098532303236425,0.024075375879762818,0.01774416258558631,1.4044108390808105,0.729302266612649
29,0.0019611509986523037,0.05393545038532466,0.05393545038532466,0.0,0.0,0.05218636989593506,0.008227084064849316,0.005304253427311778,0.01708681854652049,0.011940323049202561,0.7074087411165237,0.3797975555062294
30,0.0019611195917198466,0.05374949472025037,0.05374949472025037,0.0,0.0,0.05498157162219286,0.00844453927599762,0.00521942344494164,0.015592583005943964,0.010991440387442708,0.5890933722257614,0.32203747192397714
31,0.0019610871205017234,0.05546459316974506,0.05546459316974506,0.0,0.0,0.05290575698018074,0.008283595019901792,0.005089143756777048,0.01612299252601419,0.011342878919094801,0.6298532038927078,0.3413794804364443
32,0.0019610535850335432,0.053862270317040384,0.053862270317040384,0.0,0.0,0.052182468585669994,0.008226776512193392,0.0053385450737550855,0.018100355242740132,0.013076171511784196,0.793820321559906,0.423001395072788
33,0.0019610189853520813,0.05343897588318214,0.05343897588318214,0.0,0.0,0.05188803933560848,0.00820353462978941,0.005083762691356242,0.017447779351184575,0.012462513521313667,0.7376125752925873,0.3947503073140979
34,0.0019609833214952804,0.05331143585499376,0.05331143585499376,0.0,0.0,0.051036410965025425,0.008135934602039284,0.004980274708941579,0.01705587920370741,0.012263469630852342,0.7048492282629013,0.37794281961396337
35,0.0019609465935022503,0.05319465202046558,0.05319465202046558,0.0,0.0,0.051358106546103954,0.008161535661999392,0.005038226023316383,0.018632380076092508,0.01355216815136373,0.8411717563867569,0.4462649314664304
36,0.001960908801413268,0.05276465229690075,0.05276465229690075,0.0,0.0,0.052865116856992245,0.008280412778286225,0.005023223231546581,0.019441133712564052,0.014129756949841976,0.9157800823450089,0.48432259960100055
37,0.0019608699452697774,0.05285387916956097,0.05285387916956097,0.0,0.0,0.05220674350857735,0.008228689740789445,0.0051069093169644475,0.022486342893382895,0.016553192865103483,1.2251398265361786,0.638673285022378
38,0.001960830025114388,0.05304817494470626,0.05304817494470626,0.0,0.0,0.050923737697303295,0.00812694864263207,0.005004215054214001,0.017206617734256188,0.01216404139995575,0.7173631340265274,0.38414343586191535
39,0.0019607890409908783,0.053081983292941004,0.053081983292941004,0.0,0.0,0.052617584355175495,0.008261004152404728,0.005016001523472369,0.020186807555187748,0.014603330520913005,0.9873776584863663,0.5199976214207709
40,0.001960746992944192,0.05368912679841742,0.05368912679841742,0.0,0.0,0.05457021854817867,0.008412890400858635,0.005497351405210793,0.017030655383048196,0.01213676924817264,0.7027660310268402,0.37866812478750944
41,0.0019607038810204396,0.05334243568358943,0.05334243568358943,0.0,0.0,0.051156445406377316,0.008145496305122395,0.0049953797133639455,0.019908282088770383,0.01403019786812365,0.9603191316127777,0.5057377885095775
42,0.001960659705266899,0.05304532637819648,0.05304532637819648,0.0,0.0,0.05188582185655832,0.008203359348456403,0.005045281373895705,0.02373681909408791,0.017561766784638166,1.36518993973732,0.7085378807969391
43,0.0019606144657320144,0.05264750501373783,0.05264750501373783,0.0,0.0,0.05119738541543484,0.008148755342591267,0.005013703252188861,0.01711006224510238,0.012101801577955484,0.7093346565961838,0.3802660210058093
44,0.0019605681624653964,0.0529105244204402,0.0529105244204402,0.0,0.0,0.051469143480062485,0.008170353565859031,0.005018821102567017,0.014655697781682133,0.010217996081337333,0.5204284489154816,0.285948796197772
45,0.001960520795517822,0.05268596240784973,0.05268596240784973,0.0,0.0,0.05186466407030821,0.008201686614700977,0.004936566692776978,0.017970670786591047,0.012581194750964642,0.7824860215187073,0.41717534279450774
46,0.0019604723649412348,0.05234619521070272,0.05234619521070272,0.0,0.0,0.0508786216378212,0.00812334789288542,0.004926457302644849,0.019648480078466687,0.014094573678448796,0.9354184716939926,0.4931485466659069
47,0.0019604228707887452,0.05249953333986923,0.05249953333986923,0.0,0.0,0.05190904438495636,0.008205195126529886,0.00512603938113898,0.019484423031784548,0.013918394222855568,0.9198629260063171,0.48588598519563675
48,0.00196037231311463,0.0527796926908195,0.0527796926908195,0.0,0.0,0.05182933621108532,0.008198892790047315,0.005041749565862119,0.019894635184148735,0.014385490212589502,0.9590030461549759,0.5054161911830306
49,0.0019603206919743305,0.053064192936290056,0.053064192936290056,0.0,0.0,0.05140194483101368,0.00816501820774846,0.00501977012027055,0.01970627803049484,0.013833419419825077,0.9409298151731491,0.4961658800020814
50,0.0019602680074244563,0.052239526179619133,0.052239526179619133,0.0,0.0,0.05091429501771927,0.008126195111140586,0.005043294280767441,0.017411607855365985,0.012270898092538118,0.7345574647188187,0.39273587986826897
51,0.001960214259522783,0.05230646050767973,0.05230646050767973,0.0,0.0,0.05074137169867754,0.008112383920083267,0.0048885628348216414,0.018406006214920407,0.013309576315805316,0.8208562880754471,0.4357988298870623
52,0.0019601594483282516,0.05254747479921207,0.05254747479921207,0.0,0.0,0.050874488428235054,0.008123017938369564,0.004942716448567808,0.02062674856924289,0.015102494275197387,1.0308834314346313,0.5408789599314332
53,0.0019601035739009688,0.05250432982575148,0.05250432982575148,0.0,0.0,0.05153633002191782,0.008175684552226293,0.004943251144140959,0.017274331864800253,0.012347234413027763,0.723020389676094,0.38727835984900594
54,0.0019600466363022084,0.0525343143963255,0.0525343143963255,0.0,0.0,0.05154681671410799,0.008176516391487964,0.005025352467782795,0.019361889895010427,0.01391373435035348,0.9083296954631805,0.47993825608864427
55,0.001959988635594409,0.05220520053990185,0.05220520053990185,0.0,0.0,0.05099239852279425,0.008132425734256541,0.004982711747288704,0.01958072865950134,0.013648354914039373,0.9289785921573639,0.48998549534007907
56,0.0019599295718411756,0.052810664870776236,0.052810664870776236,0.0,0.0,0.05115695670247078,0.00814553728282387,0.005022554658353329,0.017625013952104942,0.01253192569129169,0.7526740580797195,0.40191550739109516
57,0.001959869445107279,0.0524695580243133,0.0524695580243133,0.0,0.0,0.05193692911416292,0.008207398515532292,0.005035718088038266,0.02082560089265335,0.015323736472055316,1.0508557260036469,0.5513963275589049
58,0.001959808255458655,0.05228376982267946,0.05228376982267946,0.0,0.0,0.05143494624644518,0.008167639108732555,0.005033324123360217,0.018327623590002493,0.012972618220373988,0.8138799071311951,0.4326574266888201
59,0.001959746002962406,0.05249811802059412,0.05249811802059412,0.0,0.0,0.0511898398399353,0.008148154515806043,0.004906469723209739,0.01635279563347713,0.011387356324121356,0.6479358673095703,0.3495628535747528
60,0.0019596826876868,0.052456561010330915,0.052456561010330915,0.0,0.0,0.05077889654785395,0.00811538269524849,0.004874305217526853,0.01609358545597979,0.010907939868047833,0.6275576502084732,0.3391682733781636
61,0.0019596183097012687,0.052113409677986056,0.052113409677986056,0.0,0.0,0.050942955538630486,0.00812848212588091,0.004903815337456763,0.016074537257988044,0.011199857806786895,0.626073032617569,0.3385079940780997
62,0.0019595528690764114,0.05199481459567323,0.05199481459567323,0.0,0.0,0.05158478207886219,0.008179527124559473,0.004999129916541278,0.02102911163324487,0.01514583034440875,1.071494311094284,0.5615395465865731
63,0.0019594863658839914,0.05257209576666355,0.05257209576666355,0.0,0.0,0.05146640259772539,0.00817013605063287,0.005039221607148647,0.013832213137730446,0.009410904021933675,0.46358711272478104,0.2575267576612532
64,0.001959418800196938,0.052316247776616365,0.052316247776616365,0.0,0.0,0.05155031010508537,0.008176793355826365,0.005073764477856457,0.018870841036544836,0.013519700849428773,0.862840548157692,0.45719542913138866
65,0.0019593501720893444,0.05209809786174446,0.05209809786174446,0.0,0.0,0.05108172073960304,0.008139545091793623,0.0050604535499587655,0.01767182831203114,0.012469098204746842,0.7566777765750885,0.40387974865734577
66,0.0019592804816364706,0.05219314951682463,0.05219314951682463,0.0,0.0,0.05132593959569931,0.008158979460699574,0.0049115464789792895,0.01946327798165309,0.014159171376377344,0.9178674668073654,0.48459670320153236
67,0.0019592097289147406,0.0528304050094448,0.0528304050094448,0.0,0.0,0.05079999007284641,0.008117068172065414,0.004979712655767798,0.019008048337641126,0.013645150698721409,0.8754333108663559,0.46311665046960115
68,0.001959137914001743,0.052166979759931564,0.052166979759931564,0.0,0.0,0.05209038220345974,0.008219514397903324,0.005084189469926059,0.017890576967116077,0.012781155528500676,0.7755266427993774,0.4138085125014186
69,0.001959065036976232,0.05266546958591789,0.05266546958591789,0.0,0.0,0.05140874534845352,0.008165558427411507,0.005029610823839903,0.019594800273686278,0.014098037499934435,0.9303142875432968,0.49086151644587517
70,0.001958991097918126,0.05212168669095263,0.05212168669095263,0.0,0.0,0.05100775696337223,0.008133650353694599,0.004978079115971923,0.016391891086531055,0.011179041815921664,0.6510376930236816,0.35102272499352694
71,0.001958916096908509,0.052467286528553814,0.052467286528553814,0.0,0.0,0.05172276124358177,0.008190459071193984,0.005009781918488443,0.019797945111646943,0.014298268826678395,0.9497039467096329,0.5007133539766073
72,0.0019588400340296275,0.05237327149370685,0.05237327149370685,0.0,0.0,0.05224043596535921,0.008231344509411256,0.0050960349617525935,0.016177883294709754,0.011071386281400919,0.6341491639614105,0.34319479996338487
73,0.0019587629093648948,0.05271544156130403,0.05271544156130403,0.0,0.0,0.05164109915494919,0.008183990360755927,0.004992415546439588,0.016032343708460673,0.01112147606909275,0.6227905750274658,0.3372158370912075
74,0.0019586847229988874,0.052170309238135815,0.052170309238135815,0.0,0.0,0.05083693750202656,0.008120019518806207,0.004937714664265513,0.017443299218159382,0.012468216940760612,0.7372338771820068,0.3940354073420167
75,0.0019586054750173458,0.05214995372807607,0.05214995372807607,0.0,0.0,0.05119980592280626,0.008148947870132121,0.004998221294954419,0.020492311207805657,0.014720342587679625,1.0174894034862518,0.534344604704529
76,0.0019585251655071753,0.05225566687295213,0.05225566687295213,0.0,0.0,0.05118474364280701,0.008147749326158454,0.004943369305692613,0.017143614085607106,0.01183871878311038,0.7121193706989288,0.3816520571708679
77,0.001958443794556445,0.05160871834959835,0.05160871834959835,0.0,0.0,0.05099208001047373,0.008132400235700037,0.0049686317797750235,0.020044418165597717,0.014078872976824641,0.9734976887702942,0.512244884390384
78,0.001958361362254389,0.05256756616290659,0.05256756616290659,0.0,0.0,0.050282346084713936,0.008075606557592057,0.00485871999990195,0.02036393789077265,0.01480554649606347,1.0047812759876251,0.5275318110361695
79,0.001958277868691403,0.05234925542026758,0.05234925542026758,0.0,0.0,0.05088656488806009,0.008123981788928926,0.004924073116853833,0.022861566961931916,0.01694631204009056,1.2663682401180267,0.6586274025030434
80,0.001958193313959049,0.05267187359277159,0.05267187359277159,0.0,0.0,0.05193702783435583,0.008207406272508991,0.005063402000814676,0.021982045452425443,0.015891873743385077,1.170804113149643,0.6113705704919994
81,0.001958107698150051,0.05236567498650402,0.05236567498650402,0.0,0.0,0.051504241302609444,0.008173138896406846,0.0048977615078911185,0.01845040079260946,0.012958033941686153,0.8248208463191986,0.438162543810904
82,0.001958021021358298,0.05227590200956911,0.05227590200956911,0.0,0.0,0.050691467709839344,0.00810839343698247,0.004934005090035498,0.01840164550138709,0.013364949496462941,0.8204674124717712,0.4355794400908053
83,0.0019579332836788406,0.05195943632861599,0.05195943632861599,0.0,0.0,0.05107690114527941,0.008139161263468152,0.0050103956600651145,0.016050699924659614,0.011121975490823388,0.6242175400257111,0.33764722058549523
84,0.001957844485207895,0.05212331499205902,0.05212331499205902,0.0,0.0,0.05108827818185091,0.008140067784347465,0.004972558235749602,0.01785108240291143,0.012554201297461987,0.7721063941717148,0.41159733617678285
85,0.001957754626042839,0.052120608976110816,0.052120608976110816,0.0,0.0,0.050573159009218216,0.008098925832466023,0.004925405257381499,0.019486636192095716,0.014263195218518376,0.9200719147920609,0.48532253690063953
86,0.0019576637062822142,0.05176233930978924,0.05176233930978924,0.0,0.0,0.05011895019561052,0.008062474575127968,0.004855649080127478,0.019793124437531517,0.014450076036155224,0.9492414891719818,0.49968021968379617
87,0.001957571726025726,0.052304214506875724,0.052304214506875724,0.0,0.0,0.05080346204340458,0.008117345708217061,0.004843285889364779,0.015742276029287575,0.01108753914013505,0.6004585921764374,0.325631027109921
88,0.001957478685374241,0.05243454669835046,0.05243454669835046,0.0,0.0,0.052269382402300835,0.008233624740896565,0.004975763033144176,0.026743327707166423,0.02008079132065177,1.7329215705394745,0.8925954764708877
89,0.0019573845844297905,0.05216493457555771,0.05216493457555771,0.0,0.0,0.05078605003654957,0.008115954346550141,0.004935654578730464,0.015439408251987023,0.010689550545066595,0.5775762796401978,0.31418116483837366
90,0.001957289423295567,0.05216423427918926,0.05216423427918926,0.0,0.0,0.0509305726736784,0.008127494078394158,0.004841178306378424,0.01714015223081825,0.012186059961095452,0.7118317633867264,0.3813811680302024
91,0.001957193202075927,0.052240976598113775,0.052240976598113775,0.0,0.0,0.050624473951756954,0.008103033556889815,0.005013538873754442,0.020725553739598033,0.015070396708324552,1.0407832562923431,0.54570386512205
92,0.001957095920876389,0.052139638690277934,0.052139638690277934,0.0,0.0,0.05058377329260111,0.00809977588514462,0.004937465186230838,0.020817126459813824,0.01484046783298254,1.0500006675720215,0.5502922204323113
93,0.001956997579803633,0.05193382315337658,0.05193382315337658,0.0,0.0,0.05031008459627628,0.008077833697560698,0.0049409783678129315,0.016524339950973136,0.011586794396862388,0.6616011559963226,0.35595562029629946
94,0.001956898178965502,0.051797281426843256,0.051797281426843256,0.0,0.0,0.050291551277041435,0.008076345552382581,0.0049311022739857435,0.017775322708033246,0.01241369592025876,0.7655666917562485,0.40792912151664495
