SMM-A10-24G-单卡-全国-包月-零售(元/卡·时),,,,SMM-910B-64G-整机-全国-包月-零售(元/卡·时),,,,SMM-910B-64G-整机-西部-包月(元/卡·时),,,,SMM-910B-64G-整机-成渝-包月(元/卡·时),,,,SMM-910B-64G-整机-京津冀-包月(元/卡·时),,,,SMM-PRO6000-96G-单卡-全国-短期-零售(元/卡·时),,,,SMM-A100-40G-单卡-全国-包月-零售(元/卡·时),,,,SMM-A100-40G-单卡-全国-短期-零售(元/卡·时),,,,SMM-A100-40G-整机-全国-包月-零售(元/卡·时),,,,SMM-A100-40G-整机-成渝-包月(元/卡·时),,,,SMM-A100-80G-整机-全国-包月-零售(元/卡·时),,,,SMM-A100-80G-整机-成渝-包月(元/卡·时),,,,SMM-A100-80G-整机-京津冀-包月(元/卡·时),,,,SMM-A100-80G-整机-珠三角-包月(元/卡·时),,,,SMM-A100-80G-单卡-全国-包月-零售(元/卡·时),,,,SMM-A100-80G-单卡-全国-短期-零售(元/卡·时),,,,SMM-A100-80G-整机-长三角-包月(元/卡·时),,,,SMM-A800-80G-整机-全国-包月-零售(元/卡·时),,,,SMM-A800-80G-整机-成渝-包月(元/卡·时),,,,SMM-A800-80G-单卡-全国-包月-零售(元/卡·时),,,,SMM-A800-80G-单卡-全国-短期-零售(元/卡·时),,,,SMM-A800-80G-整机-京津冀-包月(元/卡·时),,,,SMM-A800-40G-整机-长三角-包月(元/卡·时),,,,SMM-A800-80G-整机-长三角-短期-零售(元/卡·时),,,,SMM-A800-80G-整机-全国-短期-零售(元/卡·时),,,,SMM-A800-80G-整机-长三角-包月(元/卡·时),,,,SMM-H20-96G-单卡-全国-短期-零售(元/卡·时),,,,SMM-H20-141G-整机-成渝-包月(元/卡·时),,,,SMM-H20-96G-整机-京津冀-包月(元/卡·时),,,,SMM-H100-80G-单卡-全国-短期-零售(元/卡·时),,,,SMM-H100-80G-整机-长三角-包月(元/卡·时),,,,SMM-H100-80G-整机-西部-包月(元/卡·时),,,,SMM-H800-80G-单卡-全国-短期-零售(元/卡·时),,,,SMM-H800-80G-整机-京津冀-包月(元/卡·时),,,,,SMM-5090-32G-单卡-全国-包月-零售(元/卡·时),,,SMM-5090-32G-单卡-全国-短期-零售(元/卡·时),,,,SMM-5090-32G-整机-珠三角-短期-零售(元/卡·时),,,,SMM-5090-32G-单卡-西部-短期-零售(元/卡·时),,,,SMM-5090-32G-整机-全国-包月-零售(元/卡·时),,,,SMM-5090-32G-单卡-京津冀-短期-零售(元/卡·时),,,,SMM-5090-32G-整机-全国-短期-零售(元/卡·时),,,,SMM-4090D-24G-单卡-全国-短期-零售(元/卡·时),,,,SMM-4090-48G-单卡-长三角-短期-零售(元/卡·时),,,,SMM-4090-48G-整机-西部-短期-零售(元/卡·时),,,,SMM-4090-24G-单卡-西部-包月-零售(元/卡·时),,,,SMM-4090-24G-整机-西部-包月-零售(元/卡·时),,,,SMM-4090-24G-单卡-西部-短期-零售(元/卡·时),,,,SMM-4090-24G-整机-全国-短期-零售(元/卡·时),,,,SMM-4090-24G-单卡-成渝-短期-零售(元/卡·时),,,,SMM-4090-24G-单卡-全国-包月-零售(元/卡·时),,,,SMM-4090-24G-整机-全国-包月-零售(元/卡·时),,,,SMM-4090-24G-单卡-京津冀-短期-零售(元/卡·时),,,,SMM-4090-24G-单卡-全国-短期-零售(元/卡·时),,,,SMM-4090-24G-整机-珠三角-包月(元/卡·时),,,,SMM-4090-24G-单卡-长三角-短期-零售(元/卡·时),,,,SMM-4090-24G-整机-西部-短期-零售(元/卡·时),,,,SMM-4090-24G-整机-长三角-包月(元/卡·时),,,,
最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价
2026-07-27,4.08,6.18,5.7,0,3.39,33.68,5.5,0,1.74,3.04,2.39,0,3.47,3.65,3.56,0,2.95,3.82,3.39,0,5.83,7.97,6.04,0,2.21,12.73,3.07,0.85,2.38,3.49,3.11,0.31,2.07,13.2,3.21,0,2.08,2.08,2.08,0,4.65,13.89,5.73,0,6.25,6.6,6.43,0,5.03,5.9,5.47,0,5.38,5.56,5.47,0,5.56,12.04,8.96,0,6.68,16.16,7.85,0,5.9,6.6,6.25,0.7,4.42,7.45,5.56,0,6.08,6.08,6.08,0,4,7,5.67,0.81,4.76,7.2,6.23,0.4,5.56,5.73,5.64,0,2.6,2.86,2.73,0,6.46,6.8,6.66,0,6.06,7.52,6.94,0,5.21,5.21,5.21,0,6.2,7.98,7.2,0,7.29,8.51,7.9,0,6.77,7.29,7.03,0,11.98,17.88,15.29,0,13.54,14.06,13.8,0,12.67,13.19,12.93,0,8.69,19.99,12,0,11.89,12.67,12.28,0,2.08,3.47,2.45,0,2.21,3.32,2.89,0,2.38,2.6,2.47,0,2.56,4.5,2.93,0,2.07,3.47,2.6,0.25,2.56,3.04,2.89,0,2.25,4.5,3.44,0.89,1.75,1.98,1.79,0,2.2,3.42,2.69,0,2.37,2.99,2.56,-0.28,1.46,2.29,1.61,0,1.35,1.75,1.66,-0.01,1.7,2.21,1.88,0,1.49,3.6,1.85,-0.03,1.93,2.86,2.04,0,1.52,2.08,1.66,0,1.35,2.09,1.66,-0.01,1.49,2.29,1.98,0,1.38,2.25,1.93,0,1.3,1.32,1.31,0,1.24,1.89,1.65,0,1.72,3.95,1.85,-0.03,1.22,1.3,1.26,0
2026-07-24,4.08,6.18,5.7,0,3.39,33.68,5.5,0,1.74,3.04,2.39,0,3.47,3.65,3.56,0,2.95,3.82,3.39,0,5.83,7.97,6.04,0,2.21,12.73,2.22,0,2.38,3.45,2.8,0,2.07,13.2,3.21,0.61,2.08,2.08,2.08,0,4.65,13.89,5.73,0,6.25,6.6,6.43,0,5.03,5.9,5.47,0,5.38,5.56,5.47,0,5.56,12.04,8.96,0,6.68,16.16,7.85,0,4.51,6.6,5.56,0,4.42,7.45,5.56,0,6.08,6.08,6.08,0,4,7,4.86,-0.81,4.68,7.69,5.83,-0.4,5.56,5.73,5.64,0,2.6,2.86,2.73,0,6.46,6.8,6.66,0,6.06,7.52,6.94,0,5.21,5.21,5.21,0,6.2,7.98,7.2,0,7.29,8.51,7.9,0,6.77,7.29,7.03,0,11.98,17.88,15.29,0,13.54,14.06,13.8,0.17,12.67,13.19,12.93,0,8.69,19.99,12,0,11.89,12.67,12.28,0,2.08,3.47,2.45,0,2.21,3.32,2.89,0,2.38,2.6,2.47,-0.03,2.56,4.5,2.93,0,2.08,3.47,2.35,0,2.56,3.04,2.89,0,2.35,4.5,2.55,0,1.75,1.98,1.79,0,2.2,3.42,2.69,0,2.78,2.99,2.84,0.28,1.46,2.29,1.61,0,1.35,2.08,1.67,0.01,1.7,2.21,1.88,0,1.49,3.6,1.88,0,1.93,2.86,2.04,0,1.52,2.08,1.66,0,1.35,2.16,1.67,0.01,1.49,2.29,1.98,0,1.38,2.25,1.93,0,1.3,1.32,1.31,0.06,1.24,1.89,1.65,0,1.72,3.95,1.88,0.03,1.22,1.3,1.26,0.02
2026-07-23,4.08,6.18,5.7,0,3.39,33.68,5.5,0,1.74,3.04,2.39,0,3.47,3.65,3.56,0,2.95,3.82,3.39,0,5.83,7.97,6.04,0,2.21,12.73,2.22,0,2.38,3.45,2.8,0,2.07,13.2,2.6,-0.61,2.08,2.08,2.08,0,4.65,13.89,5.73,0,6.25,6.6,6.43,0,5.03,5.9,5.47,0,5.38,5.56,5.47,0,5.56,12.04,8.96,0,6.68,16.16,7.85,0,4.51,6.6,5.56,0,4.42,7.45,5.56,-0.56,6.08,6.08,6.08,0,4,7,5.67,0,4.76,7.2,6.23,0,5.56,5.73,5.64,0,2.6,2.86,2.73,0,6.46,6.8,6.66,0,6.06,7.52,6.94,0.28,5.21,5.21,5.21,0,6.2,7.98,7.2,0,7.29,8.51,7.9,0,6.77,7.29,7.03,0,11.98,17.88,15.29,0,13.19,14.06,13.63,0.87,12.67,13.19,12.93,0,8.69,19.99,12,0,11.89,12.67,12.28,0,2.08,3.47,2.45,0,2.21,3.32,2.89,0,2.42,2.6,2.5,0,2.56,4.5,2.93,0,1.78,3.47,2.35,0,2.56,3.04,2.89,0,1.99,4.5,2.55,0,1.75,1.98,1.79,0,2.2,3.42,2.69,0,2.37,2.99,2.56,0.01,1.46,2.29,1.61,0,1.35,1.75,1.66,-0.01,1.7,2.21,1.88,0,1.49,3.6,1.88,0,1.93,2.86,2.04,0,1.52,2.08,1.66,0,1.35,2.09,1.66,-0.01,1.49,2.29,1.98,0,1.38,2.25,1.93,0,1.18,1.32,1.25,0,1.24,1.89,1.65,0,1.72,3.95,1.85,-0.03,1.18,1.3,1.24,0
2026-07-22,4.08,6.18,5.7,0,3.39,33.68,5.5,0,1.74,3.04,2.39,0,3.47,3.65,3.56,0,2.95,3.82,3.39,0,5.83,7.97,6.04,0,2.21,12.73,2.22,-0.85,2.38,3.45,2.8,-0.32,2.07,13.2,3.21,0,2.08,2.08,2.08,0,4.65,13.89,5.73,0,6.25,6.6,6.43,0,5.03,5.9,5.47,0,5.38,5.56,5.47,0.09,5.56,12.04,8.96,0,6.68,16.16,7.85,0,4.51,6.6,5.56,0,4.51,6.94,6.12,0,6.08,6.08,6.08,0,4,7,5.67,0.81,4.76,7.2,6.23,0,5.56,5.73,5.64,0,2.6,2.86,2.73,0,6.46,6.8,6.66,0,6.06,7.52,6.66,0,5.21,5.21,5.21,0,6.2,7.98,7.2,0,7.29,8.51,7.9,0,6.77,7.29,7.03,0,11.98,17.88,15.29,0,12.5,13.19,12.76,0,12.67,13.19,12.93,0,8.69,19.99,12,-1.88,11.89,12.67,12.28,0,2.08,3.47,2.45,0,2.21,3.32,2.89,0,2.42,2.6,2.5,0.03,2.56,4.5,2.93,0,1.78,3.47,2.35,-0.04,2.56,3.04,2.89,0,1.99,4.5,2.55,-0.05,1.75,1.98,1.79,-0.09,2.2,3.42,2.69,0,2.37,2.99,2.55,0,1.46,2.29,1.61,-0.05,1.35,2.08,1.67,0.01,1.7,2.21,1.88,-0.05,1.49,3.6,1.88,0,1.93,2.86,2.04,0,1.52,2.08,1.66,-0.01,1.35,2.16,1.67,0.01,1.49,2.29,1.98,0,1.38,2.25,1.93,0,1.18,1.32,1.25,0,1.24,1.89,1.65,0,1.72,3.95,1.88,0.03,1.18,1.3,1.24,0
2026-07-21,4.08,6.18,5.7,0,3.39,33.68,5.5,0,1.74,3.04,2.39,0,3.47,3.65,3.56,0,2.95,3.82,3.39,0,5.83,7.97,6.04,0,2.21,12.73,3.07,0,2.77,3.49,3.12,0,2.34,13.2,3.21,0,2.08,2.08,2.08,0,4.65,13.89,5.73,0,6.25,6.6,6.43,0,5.03,5.9,5.47,0.44,5.21,5.56,5.39,0,5.56,12.04,8.96,0,6.68,16.16,7.85,0,4.51,6.6,5.56,0,5.03,6.94,6.12,0,6.08,6.08,6.08,0,4,7,4.86,-0.81,4.76,7.69,6.23,0,5.56,5.73,5.64,-0.09,2.6,2.86,2.73,0,6.46,6.8,6.66,0,6.06,7.52,6.66,0,5.21,5.21,5.21,0,6.2,7.98,7.2,0,7.29,7.47,7.9,0.52,6.77,7.29,7.03,0,11.98,17.88,15.29,0,12.5,13.02,12.76,0,12.67,13.19,12.93,0,8.69,19.99,13.88,0,11.89,12.67,12.28,0,2.08,3.47,2.45,0,2.21,3.32,2.89,0,2.38,2.6,2.47,0,2.56,4.5,2.93,0,2.08,3.47,2.39,0,2.56,3.04,2.89,0,2.35,4.5,2.6,0.05,1.75,1.98,1.88,0,2.2,3.42,2.69,0.16,2.37,2.99,2.55,0,1.46,2.29,1.66,0,1.35,1.75,1.66,-0.01,1.73,2.21,1.93,0,1.49,3.6,1.88,0.07,1.93,2.86,2.04,0,1.52,2.29,1.67,0,1.35,2.16,1.66,0.07,1.49,2.29,1.98,0,1.38,2.25,1.93,0,1.18,1.32,1.25,0,1.24,1.89,1.65,0,1.72,3.95,1.85,-0.03,1.18,1.3,1.24,0
2026-07-20,4.08,6.18,5.7,0,3.39,33.68,5.5,0,1.74,3.04,2.39,0,3.47,3.65,3.56,0,2.95,3.82,3.39,0,5.83,7.97,6.04,0,2.21,12.73,3.07,0,2.77,3.49,3.12,0,2.34,13.2,3.21,0,2.08,2.08,2.08,0,4.65,13.89,5.73,0,6.25,6.6,6.43,0,5.03,5.03,5.03,0,5.21,5.56,5.39,0,5.56,12.04,8.96,0,6.68,16.16,7.85,0,4.51,6.6,5.56,0,5.03,6.94,6.12,0,6.08,6.08,6.08,0,4,7,5.67,0.81,4.76,7.69,6.23,0,5.73,5.73,5.73,0,2.6,2.86,2.73,0,6.46,6.8,6.66,0,6.06,7.52,6.66,0,5.21,5.21,5.21,0,6.2,7.98,7.2,0,7.29,7.47,7.38,0,6.77,7.29,7.03,0,11.98,17.88,15.29,0,12.5,13.02,12.76,0,12.67,13.19,12.93,0,8.69,19.99,13.88,0,11.89,12.67,12.28,0,2.08,3.47,2.45,0,2.21,3.32,2.89,0,2.38,2.6,2.47,-0.08,2.56,4.5,2.93,0,2.08,3.47,2.39,0,2.56,3.04,2.89,0,2.35,4.5,2.55,-0.43,1.75,1.98,1.88,0,2.2,3.42,2.53,0,2.37,2.99,2.55,-0.29,1.46,2.29,1.66,0,1.35,2.08,1.67,0.02,1.73,2.21,1.93,0,1.49,3.6,1.81,-0.09,1.93,2.86,2.04,0,1.52,2.29,1.67,0.01,1.35,2.16,1.59,0,1.49,2.29,1.98,0,1.38,2.25,1.93,0,1.18,1.32,1.25,0,1.24,1.89,1.65,0,1.72,3.95,1.88,0,1.18,1.3,1.24,0
2026-07-17,4.08,6.18,5.7,0,3.39,33.68,5.5,0,1.74,3.04,2.39,0,3.47,3.65,3.56,0,2.95,3.82,3.39,0,5.83,7.97,6.04,-0.63,2.21,12.73,3.07,0.85,2.77,3.49,3.12,0,2.34,13.2,3.21,0,2.08,2.08,2.08,0,4.65,13.89,5.73,0.17,6.25,6.6,6.43,0,5.03,5.03,5.03,0,5.21,5.56,5.39,0,5.56,12.04,8.96,2.88,6.68,16.16,7.85,0.33,4.51,6.6,5.56,0,5.03,6.94,6.12,0.23,6.08,6.08,6.08,0,4,7,4.86,0,4.76,7.69,6.23,0.4,5.73,5.73,5.73,0,2.6,2.86,2.73,0,6.46,6.8,6.66,0.26,6.06,7.52,6.66,0.26,5.21,5.21,5.21,0,6.2,7.98,7.2,0,7.29,7.47,7.38,0,6.77,7.29,7.03,0,11.98,17.88,15.29,0,12.5,13.02,12.76,0,12.67,13.19,12.93,0,8.69,19.99,13.88,0,11.89,12.67,12.28,0,2.08,3.47,2.45,-0.12,2.21,3.32,2.89,0.03,2.47,2.6,2.55,0,2.56,4.5,2.93,0.1,2.08,3.47,2.39,0,2.56,3.04,2.89,0,2.35,4.5,2.98,0.43,1.75,1.98,1.88,0,2.2,3.42,2.53,0,2.78,2.99,2.84,0,1.46,2.29,1.66,0.05,1.35,2.08,1.65,0.09,1.73,2.21,1.93,-0.05,1.49,3.6,1.9,0.09,1.93,2.86,2.04,0,1.46,2.29,1.66,0,1.3,2.29,1.59,0,1.49,2.29,1.98,0,1.38,2.25,1.93,0,1.18,1.32,1.25,0,1.24,1.89,1.65,0,1.81,3.95,1.88,0.07,1.18,1.3,1.24,0
2026-07-16,4.08,6.18,5.7,0,3.39,33.68,5.5,1.8,1.74,3.04,2.39,0,3.47,3.65,3.56,0,2.95,3.82,3.39,0,5.83,7.97,6.67,0.63,2.21,3.07,2.22,-0.85,2.77,3.49,3.12,0,2.43,3.21,3.21,0,2.08,2.08,2.08,0,4.65,6.08,5.56,-0.52,6.25,6.6,6.43,0,5.03,5.03,5.03,0,5.21,5.56,5.39,-0.26,5.56,8.96,6.08,-1.44,5.98,11.88,7.52,0,4.51,6.6,5.56,0,5.03,6.12,5.89,0,6.08,6.08,6.08,0,4,7,4.86,-0.57,4.76,7.69,5.83,-0.16,5.73,5.73,5.73,0,2.6,2.86,2.73,0,6.08,6.8,6.4,0,6.06,6.99,6.4,0,5.21,5.21,5.21,0,6.2,7.98,7.2,0.32,7.29,7.47,7.38,0,6.77,7.29,7.03,0,11.98,17.88,15.29,0,12.5,13.02,12.76,0,12.67,13.19,12.93,0.09,8.69,25,13.88,1.88,11.89,12.67,12.28,0,2.22,2.78,2.57,0.19,2.21,3.32,2.86,0,2.47,2.6,2.55,0.08,2.56,2.93,2.83,-0.1,2.14,3.04,2.39,0,2.56,3.04,2.89,0,2.25,3.59,2.55,0.08,1.75,1.98,1.88,0,2.2,3.42,2.53,0,2.78,2.99,2.84,0,1.46,1.66,1.61,0,1.04,1.75,1.56,-0.19,1.73,2.19,1.98,0.1,1.49,2.48,1.81,-0.07,1.93,2.86,2.04,0,1.46,1.9,1.66,0,1.35,1.75,1.59,0.03,1.49,2.29,1.98,0,1.38,2.19,1.93,0.05,1.18,1.32,1.25,0,1.24,1.89,1.65,0.23,1.72,1.95,1.81,-0.07,1.18,1.3,1.24,0.03
2026-07-15,4.08,6.18,5.7,0,3.39,33.68,3.7,0,1.74,3.04,2.39,0,3.47,3.65,3.56,0,2.95,3.82,3.39,0,5.83,7.97,6.04,0,2.21,12.73,3.07,0,2.77,3.49,3.12,0,2.43,13.2,3.21,0,2.08,2.08,2.08,0,4.65,12.04,6.08,0,6.25,6.6,6.43,0,5.03,5.03,5.03,0,5.21,6.08,5.65,-0.13,5.56,12.04,7.52,0,5.98,16.16,7.52,0.03,4.51,6.6,5.56,0,5.03,6.12,5.89,0,6.08,6.08,6.08,0,4,7,5.43,0.57,4.76,7.2,5.99,0,5.73,5.73,5.73,0,2.6,2.86,2.73,0,6.08,6.8,6.4,0,6.06,6.99,6.4,0,5.21,5.21,5.21,0,5.85,7.98,6.88,0,7.29,7.47,7.38,0,6.77,7.29,7.03,0,11.98,17.88,15.29,0,12.5,13.02,12.76,0,12.67,13.02,12.85,0,8.69,16.88,12,0,11.89,12.67,12.28,0,2.08,3.47,2.38,0,2.25,3.32,2.86,0,2.38,2.6,2.47,0,2.56,4.5,2.93,0,1.78,3.47,2.39,0,2.56,3.04,2.89,0,1.99,2.98,2.47,-0.08,1.75,1.98,1.88,0,2.2,3.42,2.53,0,2.78,2.99,2.84,0,1.46,2.29,1.61,-0.05,1.04,2.29,1.75,0.09,1.73,2.08,1.88,-0.05,1.49,3.6,1.88,0,1.93,2.86,2.04,0,1.46,2.29,1.66,0,1.35,2.09,1.56,-0.1,1.49,2.29,1.98,0,1.42,2.19,1.88,-0.05,1.18,1.32,1.25,0,1.24,1.89,1.42,-0.23,1.81,3.95,1.88,0.03,1.18,1.25,1.22,0
2026-07-14,4.08,6.18,5.7,0,3.39,33.68,3.7,0,1.74,3.04,2.39,0,3.47,3.65,3.56,0,2.95,3.82,3.39,0,5.83,7.97,6.04,0,2.21,12.73,3.07,0,2.77,3.49,3.12,0,2.43,13.2,3.21,0,2.08,2.08,2.08,0,4.65,12.04,6.08,0,6.25,6.6,6.43,0,5.03,5.03,5.03,0,5.21,6.34,5.78,0,5.56,12.04,7.52,0,5.98,16.16,7.49,-0.03,4.51,6.6,5.56,0,5.03,6.12,5.89,-0.23,6.08,6.08,6.08,0,4,7,4.86,0,4.92,7.2,5.99,0,5.73,5.73,5.73,0,2.6,2.86,2.73,0,6.08,6.8,6.4,-0.26,6.06,6.99,6.4,-0.26,5.21,5.21,5.21,0,5.85,7.98,6.88,0,7.29,7.47,7.38,0,6.77,7.29,7.03,0,11.98,17.88,15.29,0,12.5,13.02,12.76,0,12.67,13.02,12.85,0,8.69,16.88,12,-1.99,11.89,12.67,12.28,-0.39,2.08,3.47,2.38,0,2.25,3.32,2.86,0,2.38,2.6,2.47,0,2.56,4.5,2.93,0,2.08,3.47,2.39,0.04,2.56,3.04,2.89,0,2.38,4.5,2.55,0.08,1.75,1.98,1.88,0,2.2,3.42,2.53,0,2.78,2.99,2.84,0,1.46,2.29,1.66,0,1.04,2.29,1.66,0,1.73,2.21,1.93,-0.05,1.49,3.6,1.88,0,1.93,2.86,2.04,0,1.46,2.29,1.66,0,1.48,2.09,1.66,0,1.86,2.29,1.98,0,1.42,2.29,1.93,0,1.18,1.32,1.25,0,1.24,1.89,1.65,0,1.72,3.95,1.85,0,1.18,1.25,1.22,0
2026-07-13,4.08,6.18,5.7,0,3.39,33.68,3.7,0,1.74,3.04,2.39,0,3.47,3.65,3.56,0,2.95,3.82,3.39,0,5.83,7.97,6.04,0,2.21,12.73,3.07,-4.41,2.77,3.49,3.12,0,2.43,13.2,3.21,0,2.08,2.08,2.08,0,4.65,12.04,6.08,0,6.25,6.6,6.43,0,5.03,5.03,5.03,0,5.21,6.34,5.78,0,5.56,12.04,7.52,0,5.98,16.16,7.52,0.03,4.51,6.6,5.56,0,4.42,6.94,6.12,0,6.08,6.08,6.08,0,4,7,4.86,0,4.92,7.2,5.99,-0.24,5.73,5.73,5.73,0,2.6,2.86,2.73,0,6.46,6.8,6.66,0,6.06,6.99,6.66,0,5.21,5.21,5.21,0,5.85,7.98,6.88,-0.32,7.29,7.47,7.38,0,6.77,7.29,7.03,0,11.98,17.88,15.29,0,12.5,13.02,12.76,0.18,12.67,13.02,12.85,0,8.69,17.95,13.99,1.99,12.67,12.67,12.67,0,2.08,3.47,2.38,0,2.25,3.32,2.86,-0.07,2.38,2.6,2.47,0,2.56,4.5,2.93,0,1.78,3.47,2.35,-0.04,2.56,3.04,2.89,0,1.99,2.98,2.47,-0.08,1.75,1.98,1.88,0,2.2,3.42,2.53,0,2.78,2.99,2.84,0,1.46,2.29,1.66,0,1.04,2.29,1.66,-0.01,1.8,2.21,1.98,0,1.49,3.6,1.88,-0.07,1.93,2.86,2.04,0,1.46,2.29,1.66,0,1.48,2.09,1.66,-0.01,1.86,2.29,1.98,0,1.44,2.29,1.93,-0.03,1.18,1.32,1.25,0,1.24,1.89,1.65,0,1.72,3.95,1.85,-0.03,1.18,1.25,1.22,0
2026-07-10,4.08,6.18,5.7,0,3.39,33.68,3.7,0,1.74,3.04,2.39,0,3.47,3.65,3.56,0,2.95,3.82,3.39,0,5.83,7.97,6.04,0,2.21,12.73,7.48,4.41,2.16,3.6,3.12,-0.02,2.43,13.2,3.21,0,2.08,2.08,2.08,0,4.65,12.04,6.08,0,6.25,6.6,6.43,0.09,5.03,5.03,5.03,0,5.21,6.34,5.78,0,5.56,12.04,7.52,0,6.54,16.16,7.49,-0.03,4.51,6.6,5.56,0,4.42,6.94,6.12,0.23,6.08,6.08,6.08,0,4,7,4.86,0,4.76,7.8,6.23,0,5.73,5.73,5.73,0,2.6,2.86,2.73,0,6.46,6.8,6.66,0.26,6.06,6.99,6.66,0.26,5.21,5.21,5.21,0,6.2,7.98,7.2,0,7.29,7.47,7.38,0,6.77,7.29,7.03,0,11.98,17.88,15.29,0,12.5,12.67,12.59,0,12.67,13.02,12.85,0,8.69,25,12,0,12.67,12.67,12.67,0,2.08,3.47,2.38,0,2.28,3.32,2.93,0,2.38,2.6,2.47,0,2.56,4.5,2.93,0,2.08,3.47,2.39,0.04,2.56,3.04,2.89,0,2.38,4.5,2.55,0.08,1.75,1.98,1.88,0,2.2,3.42,2.53,0,2.78,2.99,2.84,0,1.46,2.29,1.66,0.05,1.04,2.29,1.67,-0.08,1.8,2.21,1.98,0.05,1.49,3.6,1.95,0.05,1.93,2.86,2.04,0,1.46,2.29,1.66,0,1.48,2.3,1.67,0.08,1.86,2.29,1.98,0,1.42,2.29,1.96,0.03,1.18,1.32,1.25,-0.11,1.24,1.89,1.65,0,1.72,3.95,1.88,0,1.18,1.25,1.22,0
2026-07-09,4.08,6.18,5.7,0,3.39,33.68,3.7,0,1.74,3.04,2.39,0,3.47,3.65,3.56,0,2.95,3.82,3.39,0,5.83,7.97,6.04,0,2.21,12.73,3.07,0,2.66,3.49,3.14,0,2.43,13.2,3.21,0,2.08,2.08,2.08,0,4.65,12.04,6.08,0,6.08,6.6,6.34,0,5.03,5.03,5.03,0,5.21,6.34,5.78,0,5.56,12.04,7.52,0,6.54,16.16,7.52,0.03,4.51,6.6,5.56,0,5.03,6.12,5.89,0,6.08,6.08,6.08,0,4,7,4.86,0,4.76,7.8,6.23,0,5.73,5.73,5.73,0,2.6,2.86,2.73,-0.13,6.08,6.8,6.4,0,6.06,6.99,6.4,0,5.21,5.21,5.21,0,6.2,7.98,7.2,0,7.29,7.47,7.38,0,6.77,7.29,7.03,0,11.98,17.88,15.29,0,12.5,12.67,12.59,0,12.67,13.02,12.85,0.13,8.69,25,12,-3,12.67,12.67,12.67,0,2.08,3.47,2.38,0,2.28,3.32,2.93,0.04,2.38,2.6,2.47,0,2.56,4.5,2.93,0,1.78,3.47,2.35,0,2.56,3.04,2.89,0,1.99,2.98,2.47,0,1.75,1.98,1.88,0,2.2,3.42,2.53,-0.06,2.78,2.99,2.84,0,1.46,2.29,1.61,0,1.04,2.29,1.75,0,1.8,2.08,1.93,0,1.49,3.6,1.9,-0.05,1.93,2.86,2.04,0,1.46,2.29,1.66,0,1.35,2.09,1.59,0,1.86,2.29,1.98,0,1.42,2.19,1.93,0,1.18,1.53,1.36,0,1.24,1.89,1.65,0,1.81,3.95,1.88,0,1.18,1.25,1.22,0
