SMM-A10-24G-单卡-全国-包月-零售(元/卡·时),,,,SMM-910B-64G-整机-全国-包月-零售(元/卡·时),,,,SMM-910B-64G-整机-西部-包月(元/卡·时),,,,SMM-910B-64G-整机-成渝-包月(元/卡·时),,,,SMM-910B-64G-整机-京津冀-包月(元/卡·时),,,,SMM-PRO6000-96G-单卡-全国-短期-零售(元/卡·时),,,,SMM-A100-40G-单卡-全国-包月-零售(元/卡·时),,,,SMM-A100-40G-单卡-全国-短期-零售(元/卡·时),,,,SMM-A100-40G-整机-全国-包月-零售(元/卡·时),,,,SMM-A100-40G-整机-成渝-包月(元/卡·时),,,,SMM-A100-80G-整机-全国-包月-零售(元/卡·时),,,,SMM-A100-80G-整机-成渝-包月(元/卡·时),,,,SMM-A100-80G-整机-京津冀-包月(元/卡·时),,,,SMM-A100-80G-整机-珠三角-包月(元/卡·时),,,,SMM-A100-80G-单卡-全国-包月-零售(元/卡·时),,,,SMM-A100-80G-单卡-全国-短期-零售(元/卡·时),,,,SMM-A100-80G-整机-长三角-包月(元/卡·时),,,,SMM-A800-80G-整机-全国-包月-零售(元/卡·时),,,,SMM-A800-80G-整机-成渝-包月(元/卡·时),,,,SMM-A800-80G-单卡-全国-包月-零售(元/卡·时),,,,SMM-A800-80G-单卡-全国-短期-零售(元/卡·时),,,,SMM-A800-80G-整机-京津冀-包月(元/卡·时),,,,SMM-A800-40G-整机-长三角-包月(元/卡·时),,,,SMM-A800-80G-整机-长三角-短期-零售(元/卡·时),,,,SMM-A800-80G-整机-全国-短期-零售(元/卡·时),,,,SMM-A800-80G-整机-长三角-包月(元/卡·时),,,,SMM-H20-96G-单卡-全国-短期-零售(元/卡·时),,,,SMM-H20-141G-整机-成渝-包月(元/卡·时),,,,SMM-H20-96G-整机-京津冀-包月(元/卡·时),,,,SMM-H100-80G-单卡-全国-短期-零售(元/卡·时),,,,SMM-H100-80G-整机-长三角-包月(元/卡·时),,,,SMM-H100-80G-整机-西部-包月(元/卡·时),,,,SMM-H800-80G-单卡-全国-短期-零售(元/卡·时),,,,SMM-H800-80G-整机-京津冀-包月(元/卡·时),,,,,SMM-5090-32G-单卡-全国-包月-零售(元/卡·时),,,SMM-5090-32G-单卡-全国-短期-零售(元/卡·时),,,,SMM-5090-32G-整机-珠三角-短期-零售(元/卡·时),,,,SMM-5090-32G-单卡-西部-短期-零售(元/卡·时),,,,SMM-5090-32G-整机-全国-包月-零售(元/卡·时),,,,SMM-5090-32G-单卡-京津冀-短期-零售(元/卡·时),,,,SMM-5090-32G-整机-全国-短期-零售(元/卡·时),,,,SMM-4090D-24G-单卡-全国-短期-零售(元/卡·时),,,,SMM-4090-48G-单卡-长三角-短期-零售(元/卡·时),,,,SMM-4090-48G-整机-西部-短期-零售(元/卡·时),,,,SMM-4090-24G-单卡-西部-包月-零售(元/卡·时),,,,SMM-4090-24G-整机-西部-包月-零售(元/卡·时),,,,SMM-4090-24G-单卡-西部-短期-零售(元/卡·时),,,,SMM-4090-24G-整机-全国-短期-零售(元/卡·时),,,,SMM-4090-24G-单卡-成渝-短期-零售(元/卡·时),,,,SMM-4090-24G-单卡-全国-包月-零售(元/卡·时),,,,SMM-4090-24G-整机-全国-包月-零售(元/卡·时),,,,SMM-4090-24G-单卡-京津冀-短期-零售(元/卡·时),,,,SMM-4090-24G-单卡-全国-短期-零售(元/卡·时),,,,SMM-4090-24G-整机-珠三角-包月(元/卡·时),,,,SMM-4090-24G-单卡-长三角-短期-零售(元/卡·时),,,,SMM-4090-24G-整机-西部-短期-零售(元/卡·时),,,,SMM-4090-24G-整机-长三角-包月(元/卡·时),,,,
最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价,最高价,日均价,涨跌,最低价
2026-08-13,4.08,6.18,5.7,0,3.39,33.68,5.5,0,1.74,3.04,2.39,0,2.88,3.65,3.26,0,2.95,3.82,3.39,0,5.83,7.97,6.04,0,2.21,12.73,3.07,0,2.38,3.49,3.11,0,2.07,13.2,3.21,0,2.08,2.08,2.08,0,4.65,12.04,5.73,0,6.25,6.6,6.43,0,5.03,6.08,5.56,0,5.38,5.56,5.47,0,5.56,12.04,8.96,0,6.68,16.16,7.85,0,6.16,6.6,6.38,0,5.03,6.94,5.89,0,6.08,6.08,6.08,0,4,7,5.28,0,4.68,7.69,5.83,0,5.38,5.73,5.56,0,2.6,3.47,3.04,0,6.08,6.8,6.4,0,6.06,6.99,6.46,0,5.21,5.21,5.21,0,6.2,7.98,7.2,0,7.29,8.51,7.9,0,6.77,7.29,7.03,0,11.98,17.88,15.29,0,13.54,14.06,13.8,0,12.67,13.8,13.24,0,8.69,25,12,0,11.89,12.85,12.37,-0.13,2.08,3.47,2.45,0,2.21,3.32,2.89,0.06,2.38,2.5,2.45,0,2.56,4.5,2.93,0,2.08,3.47,2.6,0.26,2.56,3.04,2.89,0,2.25,4.5,3.44,0.46,1.75,1.98,1.79,0,2.2,3.42,2.53,0,2.29,2.99,2.56,0,1.28,2.08,1.6,0,1.35,2.08,1.65,-0.01,1.69,2.21,1.88,0,1.49,3.6,1.88,0.03,1.93,2.86,2.04,0,1.46,2.08,1.66,0,1.3,2.29,1.59,-0.07,1.2,2.29,1.98,0,1.38,2.21,1.88,0,1.3,1.32,1.31,0,1.35,2,1.71,0,1.81,3.95,1.88,0.03,1.25,1.3,1.28,0
2026-08-12,4.08,6.18,5.7,0,3.39,33.68,5.5,0,1.74,3.04,2.39,0,2.88,3.65,3.26,0,2.95,3.82,3.39,0,5.83,7.97,6.04,0,2.21,12.73,3.07,0.06,2.38,3.49,3.11,0,2.07,13.2,3.21,0,2.08,2.08,2.08,0,4.65,12.04,5.73,0,6.25,6.6,6.43,0,5.03,6.08,5.56,0,5.38,5.56,5.47,0,5.56,12.04,8.96,0,6.68,16.16,7.85,0,6.16,6.6,6.38,0,5.03,6.94,5.89,0,6.08,6.08,6.08,0,4,7,5.28,0,4.68,7.69,5.83,0,5.38,5.73,5.56,0,2.6,3.47,3.04,0,6.08,6.8,6.4,0.13,6.06,6.99,6.46,0.19,5.21,5.21,5.21,0,6.2,7.98,7.2,0,7.29,8.51,7.9,0,6.77,7.29,7.03,0,11.98,17.88,15.29,0,13.54,14.06,13.8,0,12.67,13.8,13.24,0,8.69,25,12,0,11.89,13.11,12.5,0,2.08,3.47,2.45,0,2.3,3.32,2.83,-0.06,2.38,2.5,2.45,0,2.56,4.5,2.93,0,1.78,3.47,2.34,0,2.56,3.04,2.89,0,1.88,4.5,2.98,0,1.75,1.98,1.79,0,2.2,3.42,2.53,0,2.29,2.99,2.56,0,1.28,2.08,1.6,0,1.35,1.75,1.66,-0.01,1.69,2.21,1.88,0,1.55,3.6,1.85,-0.03,1.93,2.86,2.04,0,1.46,2.08,1.66,0,1.35,2.09,1.66,-0.01,1.2,2.29,1.98,0,1.38,2.21,1.88,0,1.3,1.32,1.31,0,1.35,2,1.71,0.06,1.72,3.95,1.85,-0.03,1.25,1.3,1.28,0.03
2026-08-11,4.08,6.18,5.7,0,3.39,33.68,5.5,0,1.74,3.04,2.39,0,2.88,3.65,3.26,0,2.95,3.82,3.39,0,5.83,7.97,6.04,0,2.21,12.73,3.01,0,2.52,3.45,3.11,0,2.07,13.2,3.21,0,2.08,2.08,2.08,0,4.65,12.04,5.73,0,6.25,6.6,6.43,0,5.03,6.08,5.56,0.09,5.38,5.56,5.47,0,5.56,12.04,8.96,0,6.68,16.16,7.85,0,6.16,6.6,6.38,0,4.51,6.94,5.89,0,6.08,6.08,6.08,0,4,7,5.28,-0.39,4.68,7.69,5.83,-0.4,5.38,5.73,5.56,0,2.6,3.47,3.04,0,6.08,6.4,6.27,0,6.06,7.52,6.27,0,5.21,5.21,5.21,0,6.2,7.98,7.2,0,7.29,8.51,7.9,0,6.77,7.29,7.03,0,11.98,17.88,15.29,0,13.54,14.06,13.8,0,12.67,13.8,13.24,0,8.69,25,12,0,11.89,13.11,12.5,0,2.08,3.47,2.45,0,2.21,3.32,2.89,0,2.38,2.5,2.45,0,2.56,4.5,2.93,0,2.08,3.47,2.34,0,2.56,3.04,2.89,0,2.35,4.5,2.98,0,1.75,1.98,1.79,0,2.2,3.42,2.53,0,2.37,2.99,2.56,0,1.28,2.08,1.6,0,1.35,2.08,1.67,0,1.69,2.21,1.88,0,1.49,3.6,1.88,0,1.93,2.86,2.04,0,1.46,2.08,1.66,0,1.35,2.16,1.67,0,1.2,2.29,1.98,0,1.38,2.21,1.88,0,1.3,1.32,1.31,0,1.24,1.89,1.65,-0.06,1.72,3.95,1.88,0,1.2,1.3,1.25,0
2026-08-10,4.08,6.18,5.7,0,3.39,33.68,5.5,0,1.74,3.04,2.39,0,2.88,3.65,3.26,0,2.95,3.82,3.39,0,5.83,7.97,6.04,0,2.21,12.73,3.01,0,2.52,3.45,3.11,0,2.07,13.2,3.21,0,2.08,2.08,2.08,0,4.65,13.89,5.73,0,6.25,6.6,6.43,0,5.03,5.9,5.47,0,5.38,5.56,5.47,0,5.56,12.04,8.96,0,6.68,16.16,7.85,0,6.16,6.6,6.38,0,4.51,6.94,5.89,0,6.08,6.08,6.08,0,4,7,5.67,0,4.76,7.2,6.23,0,5.38,5.73,5.56,0,2.6,3.47,3.04,0,6.08,6.4,6.27,0,6.06,7.52,6.27,0,5.21,5.21,5.21,0,6.2,7.98,7.2,0,7.29,8.51,7.9,0,6.77,7.29,7.03,0,11.98,17.88,15.29,0,13.54,14.06,13.8,0,12.67,13.8,13.24,0.09,8.69,25,12,0,11.89,13.11,12.5,0,2.08,3.47,2.45,0,2.21,3.32,2.89,0,2.38,2.5,2.45,0,2.56,4.5,2.93,0,1.78,3.47,2.34,0,2.56,3.04,2.89,0,1.88,4.5,2.98,0,1.75,1.98,1.79,0,2.2,3.42,2.53,0,2.29,2.99,2.56,0,1.28,2.08,1.6,0,1.35,2.08,1.67,0.02,1.69,2.21,1.88,0,1.49,3.6,1.88,-0.02,1.93,2.86,2.04,0,1.46,2.08,1.66,0,1.35,2.16,1.67,0.08,1.2,2.29,1.98,0,1.38,2.21,1.88,0,1.3,1.32,1.31,0,1.35,2,1.71,0,1.72,3.95,1.88,0,1.2,1.3,1.25,0
2026-08-07,4.08,6.18,5.7,0,3.39,33.68,5.5,0,1.74,3.04,2.39,0,2.88,3.65,3.26,0,2.95,3.82,3.39,0,5.83,7.97,6.04,0,2.21,12.73,3.01,0,2.52,3.45,3.11,0.03,2.07,13.2,3.21,0,2.08,2.08,2.08,0,4.65,13.89,5.73,0,6.25,6.6,6.43,0,5.03,5.9,5.47,0,5.38,5.56,5.47,0,5.56,12.04,8.96,0,6.68,16.16,7.85,0,6.16,6.6,6.38,0.13,4.51,6.94,5.89,0,6.08,6.08,6.08,0,4,7,5.67,0,4.76,7.2,6.23,0,5.38,5.73,5.56,0,2.6,3.47,3.04,0,6.08,6.4,6.27,-0.13,6.06,7.52,6.27,-0.19,5.21,5.21,5.21,0,6.2,7.98,7.2,0,7.29,8.51,7.9,0,6.77,7.29,7.03,0,11.98,17.88,15.29,0,13.54,14.06,13.8,0,12.5,13.8,13.15,0,8.69,19.99,12,0,11.89,13.11,12.5,0,2.08,3.47,2.45,0,2.21,3.32,2.89,0.06,2.38,2.5,2.45,0,2.56,4.5,2.93,0,1.78,3.47,2.34,0.04,2.56,3.04,2.89,0,1.88,4.5,2.98,0.48,1.75,1.98,1.79,0,2.2,3.42,2.53,0,2.37,2.99,2.56,0.01,1.28,2.08,1.6,0,1.35,2.08,1.65,0,1.69,2.21,1.88,0,1.49,3.6,1.9,0.02,1.93,2.86,2.04,0,1.46,2.08,1.66,0,1.3,2.29,1.59,0,1.49,2.29,1.98,0,1.44,2.21,1.88,0,1.3,1.32,1.31,0,1.35,2,1.71,0,1.81,3.95,1.88,0,1.2,1.3,1.25,-0.03
2026-08-06,4.08,6.18,5.7,0,3.39,33.68,5.5,0,1.74,3.04,2.39,0,2.88,3.65,3.26,0,2.95,3.82,3.39,0,5.83,7.97,6.04,0,2.21,12.73,3.01,0.79,2.38,3.45,3.08,0.28,2.07,13.2,3.21,0,2.08,2.08,2.08,0,4.65,13.89,5.73,0,6.25,6.6,6.43,0,5.03,5.9,5.47,0,5.38,5.56,5.47,0,5.56,12.04,8.96,0,6.68,16.16,7.85,0,5.9,6.6,6.25,0,5.03,6.94,5.89,0,6.08,6.08,6.08,0,4,7,5.67,0.39,4.76,7.2,6.23,0.4,5.38,5.73,5.56,0,2.6,3.47,3.04,0,6.08,6.8,6.4,0,6.06,6.99,6.46,0,5.21,5.21,5.21,0,6.2,7.98,7.2,0,7.29,8.51,7.9,0,6.77,7.29,7.03,0,11.98,17.88,15.29,0,13.54,14.06,13.8,0,12.5,13.8,13.15,0,8.69,19.99,12,0,11.89,13.11,12.5,0,2.08,3.47,2.45,0,2.3,3.32,2.83,-0.06,2.38,2.5,2.45,0,2.56,4.5,2.93,0,1.78,3.47,2.3,-0.04,2.56,3.04,2.89,0,1.99,4.5,2.5,-0.48,1.75,1.98,1.79,0,2.2,3.42,2.53,-0.16,2.37,2.99,2.55,-0.01,1.28,2.08,1.6,0,1.35,2.08,1.65,0.12,1.69,2.21,1.88,0,1.49,3.6,1.88,-0.12,1.93,2.86,2.04,0,1.46,2.08,1.66,0,1.3,2.29,1.59,0.03,1.49,2.29,1.98,0,1.44,2.21,1.88,0,1.3,1.32,1.31,0,1.35,2,1.71,0.06,1.81,3.95,1.88,-1.72,1.25,1.3,1.28,0
2026-08-05,4.08,6.18,5.7,0,3.39,33.68,5.5,0,1.74,3.04,2.39,0,2.88,3.65,3.26,0,2.95,3.82,3.39,0,5.83,7.97,6.04,0,2.21,12.73,2.22,0,2.38,3.45,2.8,0,2.07,13.2,3.21,0,2.08,2.08,2.08,0,4.65,13.89,5.73,0,6.25,6.6,6.43,0,5.03,5.9,5.47,0,5.38,5.56,5.47,0,5.56,12.04,8.96,0,6.68,16.16,7.85,0,5.9,6.6,6.25,0,5.03,6.94,5.89,0,6.08,6.08,6.08,0,4,7,5.28,-0.39,4.68,7.69,5.83,-0.4,5.38,5.73,5.56,0,2.6,3.47,3.04,0,6.08,6.8,6.4,0,6.06,6.99,6.46,0,5.21,5.21,5.21,0,6.2,7.98,7.2,0,7.29,8.51,7.9,0,6.77,7.29,7.03,0,11.98,17.88,15.29,0,13.54,14.06,13.8,0,12.5,13.8,13.15,0,8.69,19.99,12,0,11.89,13.11,12.5,0,2.08,3.47,2.45,0,2.21,3.32,2.89,0.06,2.38,2.5,2.45,0,2.56,4.5,2.93,0,2.08,3.47,2.34,0.04,2.56,3.04,2.89,0,2.35,4.5,2.98,0.48,1.75,1.98,1.79,0,2.2,3.42,2.69,0,2.29,2.99,2.56,0.01,1.28,2.08,1.6,0,1.04,2.29,1.53,-0.13,1.69,2.21,1.88,0,1.48,3.95,2,0.01,1.93,2.86,2.04,0,1.46,2.08,1.66,0,1.3,2.29,1.56,-0.1,1.49,2.29,1.98,0,1.44,2.21,1.88,0,1.3,1.32,1.31,0,1.24,1.89,1.65,0,1.88,3.95,3.6,1.72,1.25,1.3,1.28,0.02
2026-08-04,4.08,6.18,5.7,0,3.39,33.68,5.5,1.16,1.74,3.04,2.39,0,2.88,3.65,3.26,0,2.95,3.82,3.39,0,5.83,7.97,6.04,0,2.21,12.73,2.22,0,2.38,3.45,2.8,0,2.07,13.2,3.21,0,2.08,2.08,2.08,0,4.65,13.89,5.73,-0.35,6.25,6.6,6.43,0,5.03,5.9,5.47,0,5.38,5.56,5.47,0,5.56,12.04,8.96,-0.2,6.68,16.16,7.85,0,5.9,6.6,6.25,0,5.03,6.94,5.89,0,6.08,6.08,6.08,0,4,7,5.67,0.81,4.76,7.2,6.23,0.4,5.38,5.73,5.56,0,2.6,3.47,3.04,0,6.08,6.8,6.4,0,6.06,6.99,6.46,0,5.21,5.21,5.21,0,6.2,7.98,7.2,0,7.29,8.51,7.9,0,6.77,7.29,7.03,0,11.98,17.88,15.29,0,13.54,14.06,13.8,0,12.5,13.8,13.15,0.04,8.69,19.99,12,0,11.89,13.11,12.5,0,2.08,3.47,2.45,0,2.3,3.32,2.83,-0.06,2.38,2.5,2.45,0,2.56,4.5,2.93,0,1.78,3.47,2.3,0,2.56,3.04,2.89,0,1.99,4.5,2.5,-0.48,1.75,1.98,1.79,0,2.2,3.42,2.69,0,2.29,2.99,2.55,-0.01,1.28,2.08,1.6,0,1.35,2.08,1.66,-0.09,1.69,2.21,1.88,0,1.49,3.6,1.99,-0.4,1.93,2.86,2.04,0,1.46,2.08,1.66,0,1.35,2.3,1.66,-0.4,1.49,2.29,1.98,0,1.44,2.21,1.88,0,1.3,1.32,1.31,0,1.24,1.89,1.65,0,1.75,3.95,1.88,0,1.22,1.3,1.26,0
2026-08-03,4.08,6.18,5.7,0,3.39,5.5,4.34,-1.16,1.74,3.04,2.39,0,2.88,3.65,3.26,-0.3,2.95,3.82,3.39,0,5.83,7.97,6.04,0,2.21,12.73,2.22,0,2.38,3.45,2.8,0,2.07,13.2,3.21,0,2.08,2.08,2.08,0,4.65,13.89,6.08,0.35,6.25,6.6,6.43,0,5.03,5.9,5.47,0,5.38,5.56,5.47,0,6.08,12.04,9.16,0.2,6.68,16.16,7.85,0,5.9,6.6,6.25,0,5.05,6.26,5.89,0,6.08,6.08,6.08,0,4,7,4.86,-0.81,4.68,7.69,5.83,-0.4,5.38,5.73,5.56,0,2.6,3.47,3.04,0,6.08,6.8,6.4,0.13,6.06,6.99,6.46,0.19,5.21,5.21,5.21,0,6.2,7.98,7.2,0,7.29,8.51,7.9,0,6.77,7.29,7.03,0,11.98,17.88,15.29,0,13.54,14.06,13.8,0,12.5,13.72,13.11,0,8.69,19.99,12,0,11.89,13.11,12.5,0,2.08,3.47,2.45,0,2.21,3.32,2.89,0,2.38,2.5,2.45,-0.05,2.56,4.5,2.93,0,2.08,3.47,2.3,-0.3,2.56,3.04,2.89,0,2.35,4.5,2.98,-0.46,1.75,1.98,1.79,0,2.2,3.42,2.69,0.16,2.29,2.99,2.56,-0.13,1.28,2.08,1.6,0,1.4,2.29,1.75,0.22,1.69,2.21,1.88,0,1.49,3.6,2.39,-0.09,1.93,2.86,2.04,0,1.46,2.08,1.66,0,1.4,2.3,2.06,0.47,1.49,2.29,1.98,0,1.44,2.21,1.88,0,1.3,1.32,1.31,0,1.24,1.89,1.65,0,1.81,3.95,1.88,-1.72,1.22,1.3,1.26,0
2026-07-31,4.08,6.18,5.7,0,3.39,33.68,5.5,0,1.74,3.04,2.39,0,3.47,3.65,3.56,0,2.95,3.82,3.39,0,5.83,7.97,6.04,0,2.21,12.73,2.22,-0.85,2.38,3.45,2.8,-0.31,2.07,13.2,3.21,0,2.08,2.08,2.08,0,4.65,13.89,5.73,0,6.25,6.6,6.43,0,5.03,5.9,5.47,0,5.38,5.56,5.47,0,5.56,12.04,8.96,0,6.68,16.16,7.85,0,5.9,6.6,6.25,0,4.51,6.94,5.89,0.33,6.08,6.08,6.08,0,4,7,5.67,0.81,4.76,7.2,6.23,0.4,5.38,5.73,5.56,0,2.6,3.47,3.04,0,6.08,6.4,6.27,-0.39,6.06,7.52,6.27,-0.67,5.21,5.21,5.21,0,6.2,7.98,7.2,0,7.29,8.51,7.9,0,6.77,7.29,7.03,0,11.98,17.88,15.29,0,13.54,14.06,13.8,0,12.5,13.72,13.11,0,8.69,19.99,12,0,11.89,13.11,12.5,0.22,2.08,3.47,2.45,0,2.21,3.32,2.89,0,2.42,2.6,2.5,0,2.56,4.5,2.93,0,2.08,3.47,2.6,0,2.56,3.04,2.89,0,2.25,4.5,3.44,0,1.75,1.98,1.79,0,2.2,3.42,2.53,0,2.42,2.99,2.69,0.13,1.28,2.08,1.6,-0.01,1.04,2.29,1.53,0,1.69,2.21,1.88,0,1.49,3.6,2.48,0.58,1.93,2.86,2.04,0,1.46,2.08,1.66,0,1.3,2.3,1.59,0.03,1.49,2.29,1.98,0,1.42,2.21,1.88,-0.05,1.3,1.32,1.31,0,1.24,1.89,1.65,0,1.88,3.95,3.6,0,1.22,1.3,1.26,0
2026-07-30,4.08,6.18,5.7,0,3.39,33.68,5.5,0,1.74,3.04,2.39,0,3.47,3.65,3.56,0,2.95,3.82,3.39,0,5.83,7.97,6.04,-0.63,2.21,12.73,3.07,0,2.38,3.49,3.11,0,2.07,13.2,3.21,0,2.08,2.08,2.08,0,4.65,13.89,5.73,0,6.25,6.6,6.43,0,5.03,5.9,5.47,0,5.38,5.56,5.47,0,5.56,12.04,8.96,0,6.68,16.16,7.85,0,5.9,6.6,6.25,0,4.42,7.99,5.56,0,6.08,6.08,6.08,0,4,7,4.86,0,4.68,7.69,5.83,0,5.38,5.73,5.56,0,2.6,3.47,3.04,0,6.46,6.8,6.66,0,6.06,7.52,6.94,0,5.21,5.21,5.21,0,6.2,7.98,7.2,0,7.29,8.51,7.9,0,6.77,7.29,7.03,0,11.98,17.88,15.29,0,13.54,14.06,13.8,0,12.5,13.72,13.11,-0.08,8.69,19.99,12,0,11.89,12.67,12.28,0,2.08,3.47,2.45,0,2.21,3.32,2.89,0,2.42,2.6,2.5,0,2.56,4.5,2.93,0,2.08,3.47,2.6,0,2.56,3.04,2.89,0,2.25,4.5,3.44,0,1.75,1.98,1.79,0,2.2,3.42,2.53,-0.16,2.37,2.99,2.56,0,1.46,2.29,1.61,0,1.04,2.29,1.53,-0.13,1.7,2.21,1.88,0,1.48,3.95,1.9,0.02,1.93,2.86,2.04,0,1.52,2.08,1.66,0,1.3,2.29,1.56,-0.1,1.49,2.29,1.98,0,1.38,2.25,1.93,0,1.3,1.32,1.31,0,1.24,1.89,1.65,0,1.88,3.95,3.6,1.72,1.22,1.3,1.26,0
2026-07-29,4.08,6.18,5.7,0,3.39,33.68,5.5,0,1.74,3.04,2.39,0,3.47,3.65,3.56,0,2.95,3.82,3.39,0,5.83,7.97,6.67,0.63,2.21,12.73,3.07,0,2.38,3.49,3.11,0,2.07,13.2,3.21,0,2.08,2.08,2.08,0,4.65,13.89,5.73,0,6.25,6.6,6.43,0,5.03,5.9,5.47,0,5.38,5.56,5.47,0,5.56,12.04,8.96,0,6.68,16.16,7.85,0,5.9,6.6,6.25,0,4.42,7.99,5.56,0,6.08,6.08,6.08,0,4,7,4.86,0,4.68,7.69,5.83,0,5.38,5.73,5.56,0,2.6,3.47,3.04,0,6.46,6.8,6.66,0,6.06,7.52,6.94,0,5.21,5.21,5.21,0,6.2,7.98,7.2,0,7.29,8.51,7.9,0,6.77,7.29,7.03,0,11.98,17.88,15.29,0,13.54,14.06,13.8,0,12.67,13.72,13.19,0.26,8.69,19.99,12,0,11.89,12.67,12.28,0,2.08,3.47,2.45,0,2.21,3.32,2.89,0,2.42,2.6,2.5,0,2.56,4.5,2.93,0,2.08,3.47,2.6,0.21,2.56,3.04,2.89,0,2.25,4.5,3.44,0.84,1.75,1.98,1.79,0,2.2,3.42,2.69,0,2.37,2.99,2.56,-0.13,1.46,2.29,1.61,0,1.35,2.08,1.66,-0.01,1.7,2.21,1.88,0,1.49,3.6,1.88,0,1.93,2.86,2.04,0,1.52,2.08,1.66,0,1.35,2.16,1.66,-0.01,1.49,2.29,1.98,0,1.38,2.25,1.93,0,1.3,1.32,1.31,0,1.24,1.89,1.65,0,1.75,3.95,1.88,0,1.22,1.3,1.26,0
2026-07-28,4.08,6.18,5.7,0,3.39,33.68,5.5,0,1.74,3.04,2.39,0,3.47,3.65,3.56,0,2.95,3.82,3.39,0,5.83,7.97,6.04,0,2.21,12.73,3.07,0,2.38,3.49,3.11,0,2.07,13.2,3.21,0,2.08,2.08,2.08,0,4.65,13.89,5.73,0,6.25,6.6,6.43,0,5.03,5.9,5.47,0,5.38,5.56,5.47,0,5.56,12.04,8.96,0,6.68,16.16,7.85,0,5.9,6.6,6.25,0,4.42,7.45,5.56,0,6.08,6.08,6.08,0,4,7,4.86,-0.81,4.68,7.69,5.83,-0.4,5.38,5.73,5.56,-0.08,2.6,3.47,3.04,0.31,6.46,6.8,6.66,0,6.06,7.52,6.94,0,5.21,5.21,5.21,0,6.2,7.98,7.2,0,7.29,8.51,7.9,0,6.77,7.29,7.03,0,11.98,17.88,15.29,0,13.54,14.06,13.8,0,12.67,13.19,12.93,0,8.69,19.99,12,0,11.89,12.67,12.28,0,2.08,3.47,2.45,0,2.21,3.32,2.89,0,2.42,2.6,2.5,0.03,2.56,4.5,2.93,0,2.08,3.47,2.39,-0.21,2.56,3.04,2.89,0,2.35,4.5,2.6,-0.84,1.75,1.98,1.79,0,2.2,3.42,2.69,0,2.42,2.99,2.69,0.13,1.46,2.29,1.61,0,1.35,2.08,1.67,0.01,1.7,2.21,1.88,0,1.49,3.6,1.88,0.03,1.93,2.86,2.04,0,1.52,2.08,1.66,0,1.35,2.16,1.67,0.01,1.49,2.29,1.98,0,1.38,2.25,1.93,0,1.3,1.32,1.31,0,1.24,1.89,1.65,0,1.72,3.95,1.88,0.03,1.22,1.3,1.26,0
