strategy,n_paths,mean_error,std_error,rmse,mae,median_abs_error,p95_abs_error,p99_abs_error,max_abs_error,loss_var95,loss_cvar95,loss_var99,loss_cvar99,prob_shortfall
no_hedge,2038,0.0002593408291528,0.01499906404153,0.0149976261858171,0.0119728634644389,0.0110457852924127,0.0320536139185085,0.0466576829784806,0.073272459445112,0.0320536139185085,0.0419256214058854,0.0466576829784806,0.0565535954996599,0.3547595682041217
oracle_rqmc,2038,8.601815971238703e-06,0.0023112496723458,0.0023106985747206,0.0017421764007185,0.0013559803892758,0.004684253534552,0.0066823744904526,0.012078336659759,0.0038573260257329,0.0054577862128359,0.0063571568566297,0.0083410232804606,0.4803729146221786
mlp_ensemble,2038,-2.683202207513081e-06,0.1065411419581162,0.1065150001335975,0.0354033270212154,0.0033450448610822,0.2082938470417689,0.4602502631728532,1.683016035646306,0.1073452959929888,0.2669391662550701,0.3896232727419104,0.5481335831462414,0.4313052011776251
dml_ensemble,2038,0.0007096626281934,0.0387014306941997,0.0386984421165738,0.0136405259600927,0.0021166130587313,0.078235207452902,0.1942608639938289,0.4701929202612039,0.0342977300697876,0.0996725436802186,0.1397245079769971,0.2056546109851156,0.4489695780176643
