shock_size,strategy,n_observations,mean_residual,rmse,mae,median_abs,p95_abs,p99_abs,max_abs,rmse_improvement_vs_nohedge_pct,mae_improvement_vs_nohedge_pct
0.01,dml_ensemble,12280,-5.021809017218021e-08,1.0583511617970894e-06,8.269183846842503e-07,6.734501378302611e-07,2.0731670858360777e-06,2.8755809664723283e-06,7.293784713951912e-06,99.21885171455853,99.31105438771324
0.01,mlp_ensemble,12280,-5.021809017218012e-08,6.687792154796191e-06,4.494265289612869e-06,3.106385502152173e-06,1.342632356800871e-05,2.444754704161709e-05,5.60301511785461e-05,95.0638714599818,96.25561069982278
0.01,no_hedge,12280,-5.02180901721783e-08,0.0001354865883369,0.0001200266566673,0.0001209936887858,0.0002236491899338,0.0002321395780162,0.0002406820853612,0.0,0.0
0.01,oracle_rqmc,12280,-5.0218090172180234e-08,3.491414749000868e-07,2.6240434213383496e-07,1.9307506348515481e-07,7.919490452475836e-07,8.75808557356216e-07,1.0433240719290245e-06,99.7423055084745,99.78137827927586
