run_name,model_type,train_size,seed,selected_epoch,training_seconds,parameter_count,lambda_delta,split,n_eval,protocol_sha256,price_mse,price_rmse,price_mae,price_r2,price_max_abs_error,price_p95_abs_error,price_p99_abs_error,delta_mse,delta_rmse,delta_mae,delta_r2,delta_max_abs_error,delta_p95_abs_error,delta_p99_abs_error
mlp_n16384_seed1701,mlp,16384,1701,194,783.5730264000013,100225,0.25,test,8192,3d36d1ace0db36494cb75207e1e2439b4cd3a45163d640b7501130670c7a1fcd,7.107292733134366e-05,0.008430476103479783,0.005016272173678345,0.9455335915946661,0.056236627930804965,0.018882549594365708,0.030263153957190106,0.00045165094613014905,0.021252080983521333,0.014657453896097876,-0.46337467945317323,0.0931891822044011,0.044800479030159795,0.06002845599566171
dml_n16384_seed2701,dml,16384,2701,2611,1084.5270544999985,100225,0.25,test,8192,3d36d1ace0db36494cb75207e1e2439b4cd3a45163d640b7501130670c7a1fcd,1.634114093586836e-05,0.004042417709226542,0.0013895552589799289,0.9874770423923482,0.08124763797661733,0.007924523840201784,0.016772108794493153,3.430376434340811e-05,0.005856941551988385,0.002025787924184093,0.888853858095082,0.0637751890562134,0.0108401337128214,0.028820297556628658
mlp_n16384_seed2701,mlp,16384,2701,155,785.5290404000007,100225,0.25,test,8192,3d36d1ace0db36494cb75207e1e2439b4cd3a45163d640b7501130670c7a1fcd,7.104073143039147e-05,0.00842856639235828,0.004997030500183616,0.9455582647741182,0.05697692344844422,0.019066076182775893,0.03052192521780519,0.0004014404635769752,0.02003597922680534,0.01365730790043749,-0.30068986844811296,0.08547588804636824,0.04296393143872367,0.05855317447912867
dml_n16384_seed3701,dml,16384,3701,204,1085.2993972000004,100225,0.25,test,8192,3d36d1ace0db36494cb75207e1e2439b4cd3a45163d640b7501130670c7a1fcd,7.199074457449805e-05,0.008484735975532653,0.005026746611653187,0.9448302266048711,0.057691879758087816,0.01912330095399318,0.030541749854069575,0.00011078157421340277,0.010525282619170032,0.005839998339801471,0.6410614169130054,0.07060750684865989,0.02461847825780182,0.04188086866595496
mlp_n16384_seed3701,mlp,16384,3701,285,785.9234547999986,100225,0.25,test,8192,3d36d1ace0db36494cb75207e1e2439b4cd3a45163d640b7501130670c7a1fcd,7.124660274494073e-05,0.008440770269646054,0.004969738500819966,0.9454004962465197,0.05736266092434575,0.019246164607194388,0.03019565316662207,0.0004318951042700355,0.020782086138548157,0.013861959138366832,-0.3993646314347188,0.11993728318982896,0.04503769355472791,0.06328088994615062
dml_n16384_seed4701,dml,16384,4701,207,1088.6175206999978,100225,0.25,test,8192,3d36d1ace0db36494cb75207e1e2439b4cd3a45163d640b7501130670c7a1fcd,7.226201343680892e-05,0.008500706643380238,0.005024941984857536,0.9446223409696926,0.057182496122536695,0.019135792121876525,0.030623335476042034,0.00011424845296881211,0.010688706795904362,0.006234309812306094,0.6298285331321349,0.0721834092217897,0.02459957451355554,0.04135958591558102
mlp_n16384_seed4701,mlp,16384,4701,243,784.6180042999986,100225,0.25,test,8192,3d36d1ace0db36494cb75207e1e2439b4cd3a45163d640b7501130670c7a1fcd,7.105492375912608e-05,0.00842940826862278,0.004999529519744245,0.9455473885487803,0.05823779150750588,0.019225875804692115,0.03061264418476969,0.0004288347557943378,0.020708325760291146,0.013935146584641938,-0.3894489288152261,0.11343573710166877,0.0452252377505974,0.062331884911849975
dml_n16384_seed5701,dml,16384,5701,195,1090.6892223999967,100225,0.25,test,8192,3d36d1ace0db36494cb75207e1e2439b4cd3a45163d640b7501130670c7a1fcd,7.232257152659787e-05,0.008504267841889616,0.0050832903035898935,0.9445759325582969,0.056422285128342846,0.01911254922969766,0.030432036348137185,0.00011091956962469633,0.01053183600445318,0.006026275955405487,0.6406143039544299,0.07109521994498223,0.024130830795325294,0.04137291078246315
mlp_n16384_seed5701,mlp,16384,5701,260,782.1595591999976,100225,0.25,test,8192,3d36d1ace0db36494cb75207e1e2439b4cd3a45163d640b7501130670c7a1fcd,7.154917164642026e-05,0.008458674343324743,0.005026292064098844,0.9451686239714141,0.05800819317142465,0.01920603649617482,0.030423069239078834,0.0003972603140080227,0.01993139016747258,0.013340115106716675,-0.2871459467804067,0.10147024020516847,0.043095809805053176,0.06090852513646593
dml_n65536_seed1701,dml,65536,1701,1594,3362.461243699996,100225,0.25,test,8192,3d36d1ace0db36494cb75207e1e2439b4cd3a45163d640b7501130670c7a1fcd,2.0509391479500224e-06,0.0014321100334646155,0.00019764204989946291,0.9984282722909955,0.06947879349772261,0.0004915092906487877,0.0007966360011217674,4.229619872146631e-06,0.00205660396580057,0.00033485176521637686,0.9862957917443889,0.08669892945647001,0.0007751986814080222,0.0017585606171773081
mlp_n65536_seed1701,mlp,65536,1701,2996,2493.4981918999983,100225,0.25,test,8192,3d36d1ace0db36494cb75207e1e2439b4cd3a45163d640b7501130670c7a1fcd,2.5848288383102855e-06,0.0016077402894467394,9.735110853153867e-05,0.9980191284016072,0.08267390738622873,0.0001625244049769424,0.0005091541157512802,6.545157177417173e-05,0.008090214569105799,0.0010060397653570655,0.7879331955675022,0.4601750418134175,0.002442111571516833,0.008481228410476507
dml_n65536_seed2701,dml,65536,2701,2098,3363.6571332999956,100225,0.25,test,8192,3d36d1ace0db36494cb75207e1e2439b4cd3a45163d640b7501130670c7a1fcd,1.956699842808522e-06,0.0013988208758838718,0.00015289388718620653,0.9985004921456491,0.06139141601612419,0.0003352764878518731,0.0005734800718186986,3.612796606307515e-06,0.0019007358065516403,0.00023958013976441573,0.9882943341069382,0.07013271763155522,0.0005479238335658797,0.00144644190932685
mlp_n65536_seed2701,mlp,65536,2701,1928,2489.292170599998,100225,0.25,test,8192,3d36d1ace0db36494cb75207e1e2439b4cd3a45163d640b7501130670c7a1fcd,2.8060894227118974e-06,0.0016751386279087166,0.00014282198199119494,0.9978495663783935,0.08615249766768704,0.0002815107876137928,0.0006772620541535983,9.524868143446344e-05,0.009759543095578985,0.0014030330781177464,0.6913888704169129,0.5012342311324606,0.0036809222361023127,0.010171646723385889
dml_n65536_seed3701,dml,65536,3701,2840,3367.479230900004,100225,0.25,test,8192,3d36d1ace0db36494cb75207e1e2439b4cd3a45163d640b7501130670c7a1fcd,2.150185674130884e-06,0.0014663511428477437,9.141217610738444e-05,0.9983522151757092,0.0869425396959188,0.00014644007622106666,0.0003211133827054083,2.2806472164973612e-06,0.001510181186645285,0.00013928199835772616,0.9926105736786702,0.06150228549758728,0.0002834673037335842,0.0008322403803872676
mlp_n65536_seed3701,mlp,65536,3701,2451,2497.851951699995,100225,0.25,test,8192,3d36d1ace0db36494cb75207e1e2439b4cd3a45163d640b7501130670c7a1fcd,2.581087684643318e-06,0.001606576386183775,0.00013201732632819318,0.998021995417378,0.08008622574251911,0.00026562260836193957,0.0006357979186660829,6.354674943484164e-05,0.007971621505994978,0.0012069403568804368,0.7941049279730603,0.5093964709240683,0.003212850803122524,0.009489258933797625
dml_n65536_seed4701,dml,65536,4701,2392,3362.0116958999934,100225,0.25,test,8192,3d36d1ace0db36494cb75207e1e2439b4cd3a45163d640b7501130670c7a1fcd,2.9665783137388636e-06,0.001722375775996302,0.00014798635973849983,0.9977265764606933,0.0784713260610139,0.0002659271976814981,0.0005570840795880984,4.0454341683483174e-06,0.002011326469857223,0.00023967776605045564,0.98689256387022,0.09121020536597507,0.0005833464638389038,0.0013994152070983014
mlp_n65536_seed4701,mlp,65536,4701,1706,2495.9048059999986,100225,0.25,test,8192,3d36d1ace0db36494cb75207e1e2439b4cd3a45163d640b7501130670c7a1fcd,2.466573620226286e-06,0.0015705329096285395,0.000146919096293447,0.9981097527398197,0.08151978571489113,0.00031339067680173985,0.0007837767221687351,9.744537234166568e-05,0.009871442262489594,0.0015896609327551207,0.6842714672990227,0.6406433265628338,0.0043424215079482,0.011416707836847497
dml_n65536_seed5701,dml,65536,5701,2959,3358.3549858999977,100225,0.25,test,8192,3d36d1ace0db36494cb75207e1e2439b4cd3a45163d640b7501130670c7a1fcd,2.4372530423397492e-06,0.0015611704078478267,8.817083586178136e-05,0.998132222428769,0.0875863619180715,0.0001223465346008618,0.0002669847964779414,2.5833450148400398e-06,0.001607278760775504,0.00012827379835362115,0.9916298156454673,0.08536662399662162,0.00025025034019459085,0.0007071161600744286
mlp_n65536_seed5701,mlp,65536,5701,2957,2492.8601510999943,100225,0.25,test,8192,3d36d1ace0db36494cb75207e1e2439b4cd3a45163d640b7501130670c7a1fcd,2.762196266998247e-06,0.0016619856398291315,9.41098728606194e-05,0.9978832036948101,0.08899516804233176,0.00016066290051686732,0.00048191047635283315,4.828403856939076e-05,0.0069486717125930445,0.0009665379137506565,0.8435569767547305,0.44598077429297306,0.00263214676995272,0.007562735189809075
