date,index_id,market,gpu_model,memory,region,delivery_form,contract_type,price_low,price_high,price_avg,currency,unit,observation_type,source,source_url,retrieved_at_utc
2026-08-01,ORNN-RTX 5090,global,RTX 5090,,global,rental_index,on_demand,,,0.49,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/RTX%205090/index-history,2026-08-27T17:04:22.636153+00:00
2026-08-02,ORNN-RTX 5090,global,RTX 5090,,global,rental_index,on_demand,,,0.49,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/RTX%205090/index-history,2026-08-27T17:04:22.636153+00:00
2026-08-03,ORNN-RTX 5090,global,RTX 5090,,global,rental_index,on_demand,,,0.48,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/RTX%205090/index-history,2026-08-27T17:04:22.636153+00:00
2026-08-04,ORNN-RTX 5090,global,RTX 5090,,global,rental_index,on_demand,,,0.49,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/RTX%205090/index-history,2026-08-27T17:04:22.636153+00:00
2026-08-05,ORNN-RTX 5090,global,RTX 5090,,global,rental_index,on_demand,,,0.49,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/RTX%205090/index-history,2026-08-27T17:04:22.636153+00:00
2026-08-06,ORNN-RTX 5090,global,RTX 5090,,global,rental_index,on_demand,,,0.49,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/RTX%205090/index-history,2026-08-27T17:04:22.636153+00:00
2026-08-07,ORNN-RTX 5090,global,RTX 5090,,global,rental_index,on_demand,,,0.49,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/RTX%205090/index-history,2026-08-27T17:04:22.636153+00:00
2026-08-08,ORNN-RTX 5090,global,RTX 5090,,global,rental_index,on_demand,,,0.49,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/RTX%205090/index-history,2026-08-27T17:04:22.636153+00:00
2026-08-09,ORNN-RTX 5090,global,RTX 5090,,global,rental_index,on_demand,,,0.49,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/RTX%205090/index-history,2026-08-27T17:04:22.636153+00:00
2026-08-10,ORNN-RTX 5090,global,RTX 5090,,global,rental_index,on_demand,,,0.49,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/RTX%205090/index-history,2026-08-27T17:04:22.636153+00:00
2026-08-11,ORNN-RTX 5090,global,RTX 5090,,global,rental_index,on_demand,,,0.5,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/RTX%205090/index-history,2026-08-27T17:04:22.636153+00:00
2026-08-12,ORNN-RTX 5090,global,RTX 5090,,global,rental_index,on_demand,,,0.51,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/RTX%205090/index-history,2026-08-27T17:04:22.636153+00:00
2026-08-13,ORNN-RTX 5090,global,RTX 5090,,global,rental_index,on_demand,,,0.5,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/RTX%205090/index-history,2026-08-27T17:04:22.636153+00:00
2026-08-14,ORNN-RTX 5090,global,RTX 5090,,global,rental_index,on_demand,,,0.5,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/RTX%205090/index-history,2026-08-27T17:04:22.636153+00:00
2026-08-15,ORNN-RTX 5090,global,RTX 5090,,global,rental_index,on_demand,,,0.51,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/RTX%205090/index-history,2026-08-27T17:04:22.636153+00:00
2026-08-16,ORNN-RTX 5090,global,RTX 5090,,global,rental_index,on_demand,,,0.51,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/RTX%205090/index-history,2026-08-27T17:04:22.636153+00:00
2026-08-17,ORNN-RTX 5090,global,RTX 5090,,global,rental_index,on_demand,,,0.52,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/RTX%205090/index-history,2026-08-27T17:04:22.636153+00:00
2026-08-18,ORNN-RTX 5090,global,RTX 5090,,global,rental_index,on_demand,,,0.53,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/RTX%205090/index-history,2026-08-27T17:04:22.636153+00:00
2026-08-19,ORNN-RTX 5090,global,RTX 5090,,global,rental_index,on_demand,,,0.52,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/RTX%205090/index-history,2026-08-27T17:04:22.636153+00:00
2026-08-20,ORNN-RTX 5090,global,RTX 5090,,global,rental_index,on_demand,,,0.52,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/RTX%205090/index-history,2026-08-27T17:04:22.636153+00:00
2026-08-21,ORNN-RTX 5090,global,RTX 5090,,global,rental_index,on_demand,,,0.52,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/RTX%205090/index-history,2026-08-27T17:04:22.636153+00:00
2026-08-22,ORNN-RTX 5090,global,RTX 5090,,global,rental_index,on_demand,,,0.53,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/RTX%205090/index-history,2026-08-27T17:04:22.636153+00:00
2026-08-23,ORNN-RTX 5090,global,RTX 5090,,global,rental_index,on_demand,,,0.52,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/RTX%205090/index-history,2026-08-27T17:04:22.636153+00:00
2026-08-24,ORNN-RTX 5090,global,RTX 5090,,global,rental_index,on_demand,,,0.53,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/RTX%205090/index-history,2026-08-27T17:04:22.636153+00:00
2026-08-25,ORNN-RTX 5090,global,RTX 5090,,global,rental_index,on_demand,,,0.53,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/RTX%205090/index-history,2026-08-27T17:04:22.636153+00:00
2026-08-26,ORNN-RTX 5090,global,RTX 5090,,global,rental_index,on_demand,,,0.54,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/RTX%205090/index-history,2026-08-27T17:04:22.636153+00:00
