date,index_id,market,gpu_model,memory,region,delivery_form,contract_type,price_low,price_high,price_avg,currency,unit,observation_type,source,source_url,retrieved_at_utc
2026-06-25,ORNN-B200,global,B200,,global,rental_index,on_demand,,,4.48,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-06-26,ORNN-B200,global,B200,,global,rental_index,on_demand,,,4.5,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-06-27,ORNN-B200,global,B200,,global,rental_index,on_demand,,,4.42,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-06-28,ORNN-B200,global,B200,,global,rental_index,on_demand,,,4.38,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-06-29,ORNN-B200,global,B200,,global,rental_index,on_demand,,,4.41,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-06-30,ORNN-B200,global,B200,,global,rental_index,on_demand,,,4.46,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-07-01,ORNN-B200,global,B200,,global,rental_index,on_demand,,,5.15,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-07-02,ORNN-B200,global,B200,,global,rental_index,on_demand,,,5.13,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-07-03,ORNN-B200,global,B200,,global,rental_index,on_demand,,,5.14,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-07-04,ORNN-B200,global,B200,,global,rental_index,on_demand,,,5.14,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-07-05,ORNN-B200,global,B200,,global,rental_index,on_demand,,,5.14,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-07-06,ORNN-B200,global,B200,,global,rental_index,on_demand,,,5.22,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
