strategy,n_paths,total_squared_error,top_1pct_n_paths,top_1pct_share_squared_error,top_5pct_n_paths,top_5pct_share_squared_error
no_hedge,2038,0.458404876484976,21,0.14954217823285826,102,0.40919571338110416
oracle_rqmc,2038,0.010881550266753996,21,0.14466773608271652,102,0.3606897852610788
mlp_ensemble,2038,23.122017426552063,21,0.5138917447192423,102,0.8572839349652492
dml_ensemble,2038,3.052046482545129,21,0.45431683601056505,102,0.8534168997194487
