strategy,block_id,outer_seed,outer_path_index,path_uid,payoff_K,premium_K,premium_terminal_K,hedge_error_K,abs_hedge_error_K
mlp_ensemble,4,12401,462,b4_p00462,0.0,0.010719333001557797,0.011045785292412793,0.3395849635213756,0.3395849635213756
mlp_ensemble,3,12301,108,b3_p00108,0.0,0.010719333001557797,0.011045785292412793,-0.33786315541813633,0.33786315541813633
mlp_ensemble,4,12401,328,b4_p00328,0.0,0.010719333001557797,0.011045785292412793,-0.3334427653569243,0.3334427653569243
mlp_ensemble,2,12201,299,b2_p00299,0.0,0.010719333001557797,0.011045785292412793,0.3324679681100767,0.3324679681100767
mlp_ensemble,2,12201,314,b2_p00314,0.0,0.010719333001557797,0.011045785292412793,0.32964726486798596,0.32964726486798596
dml_ensemble,3,12301,22,b3_p00022,0.0,0.010719333001557797,0.011045785292412793,0.47019292026120396,0.47019292026120396
dml_ensemble,3,12301,24,b3_p00024,0.0,0.010719333001557797,0.011045785292412793,-0.38142787621717117,0.38142787621717117
dml_ensemble,2,12201,22,b2_p00022,0.0,0.010719333001557797,0.011045785292412793,-0.31032586781393906,0.31032586781393906
dml_ensemble,3,12301,44,b3_p00044,0.0,0.010719333001557797,0.011045785292412793,0.2914432692171173,0.2914432692171173
dml_ensemble,2,12201,455,b2_p00455,0.0,0.010719333001557797,0.011045785292412793,0.2656707548113156,0.2656707548113156
dml_ensemble,2,12201,246,b2_p00246,0.0,0.010719333001557797,0.011045785292412793,-0.2583886996343617,0.2583886996343617
dml_ensemble,3,12301,281,b3_p00281,0.0,0.010719333001557797,0.011045785292412793,-0.252329646655536,0.252329646655536
dml_ensemble,1,12101,18,b1_p00018,0.0,0.010719333001557797,0.011045785292412793,-0.2442352017188552,0.2442352017188552
dml_ensemble,3,12301,484,b3_p00484,0.0,0.010719333001557797,0.011045785292412793,0.23688982078152668,0.23688982078152668
dml_ensemble,3,12301,9,b3_p00009,0.0,0.010719333001557797,0.011045785292412793,0.22841096093028096,0.22841096093028096
dml_ensemble,4,12401,240,b4_p00240,0.0,0.010719333001557797,0.011045785292412793,-0.22192891783312024,0.22192891783312024
dml_ensemble,4,12401,214,b4_p00214,0.0,0.010719333001557797,0.011045785292412793,0.22072745079778575,0.22072745079778575
dml_ensemble,2,12201,388,b2_p00388,0.0,0.010719333001557797,0.011045785292412793,-0.22013941866689912,0.22013941866689912
dml_ensemble,1,12101,195,b1_p00195,0.0,0.010719333001557797,0.011045785292412793,0.21783671866654497,0.21783671866654497
dml_ensemble,2,12201,223,b2_p00223,0.0,0.010719333001557797,0.011045785292412793,-0.2129180677574365,0.2129180677574365
dml_ensemble,3,12301,67,b3_p00067,0.0,0.010719333001557797,0.011045785292412793,0.1982792569061262,0.1982792569061262
dml_ensemble,2,12201,319,b2_p00319,0.0,0.010719333001557797,0.011045785292412793,0.19684845327380768,0.19684845327380768
dml_ensemble,4,12401,253,b4_p00253,0.0,0.010719333001557797,0.011045785292412793,0.1962293425860967,0.1962293425860967
dml_ensemble,3,12301,331,b3_p00331,0.0,0.010719333001557797,0.011045785292412793,-0.19525162476923213,0.19525162476923213
dml_ensemble,3,12301,333,b3_p00333,0.0,0.010719333001557797,0.011045785292412793,0.19490796694824541,0.19490796694824541
dml_ensemble,2,12201,204,b2_p00204,0.0,0.010719333001557797,0.011045785292412793,-0.19474974239050272,0.19474974239050272
dml_ensemble,1,12101,215,b1_p00215,0.0,0.010719333001557797,0.011045785292412793,0.19342844942651993,0.19342844942651993
dml_ensemble,3,12301,498,b3_p00498,0.0,0.010719333001557797,0.011045785292412793,-0.18686353156482655,0.18686353156482655
dml_ensemble,3,12301,497,b3_p00497,0.0,0.010719333001557797,0.011045785292412793,-0.1823926395188926,0.1823926395188926
dml_ensemble,4,12401,288,b4_p00288,0.0,0.010719333001557797,0.011045785292412793,-0.17874855495294695,0.17874855495294695
dml_ensemble,4,12401,41,b4_p00041,0.0,0.010719333001557797,0.011045785292412793,-0.17794333534299683,0.17794333534299683
dml_ensemble,3,12301,171,b3_p00171,0.0,0.010719333001557797,0.011045785292412793,-0.17682361028308857,0.17682361028308857
dml_ensemble,1,12101,230,b1_p00230,0.0,0.010719333001557797,0.011045785292412793,0.1762518640684736,0.1762518640684736
dml_ensemble,4,12401,462,b4_p00462,0.0,0.010719333001557797,0.011045785292412793,0.17284345542465582,0.17284345542465582
dml_ensemble,4,12401,448,b4_p00448,0.0,0.010719333001557797,0.011045785292412793,-0.17009573468601635,0.17009573468601635
dml_ensemble,2,12201,11,b2_p00011,0.0,0.010719333001557797,0.011045785292412793,0.16998744700389018,0.16998744700389018
dml_ensemble,3,12301,12,b3_p00012,0.0,0.010719333001557797,0.011045785292412793,0.16449535727637196,0.16449535727637196
dml_ensemble,3,12301,458,b3_p00458,0.0,0.010719333001557797,0.011045785292412793,0.16169196035941333,0.16169196035941333
dml_ensemble,2,12201,510,b2_p00510,0.0,0.010719333001557797,0.011045785292412793,0.16158163217495444,0.16158163217495444
dml_ensemble,3,12301,315,b3_p00315,0.0,0.010719333001557797,0.011045785292412793,0.1612270194042974,0.1612270194042974
dml_ensemble,1,12101,170,b1_p00170,0.0,0.010719333001557797,0.011045785292412793,-0.15993233684869837,0.15993233684869837
dml_ensemble,4,12401,206,b4_p00206,0.0,0.010719333001557797,0.011045785292412793,-0.15892987018645358,0.15892987018645358
dml_ensemble,2,12201,338,b2_p00338,0.0,0.010719333001557797,0.011045785292412793,-0.1510096573017919,0.1510096573017919
dml_ensemble,4,12401,450,b4_p00450,0.0,0.010719333001557797,0.011045785292412793,0.14391142480942865,0.14391142480942865
dml_ensemble,3,12301,34,b3_p00034,0.0,0.010719333001557797,0.011045785292412793,-0.14366546536496358,0.14366546536496358
dml_ensemble,2,12201,342,b2_p00342,0.0,0.010719333001557797,0.011045785292412793,0.14213328409961093,0.14213328409961093
dml_ensemble,1,12101,143,b1_p00143,0.0,0.010719333001557797,0.011045785292412793,-0.1406470311796996,0.1406470311796996
