shock_size,n_pairs,dml_lower_abs_residual_than_mlp,dml_lower_abs_residual_than_nohedge,mlp_lower_abs_residual_than_nohedge,oracle_lower_abs_residual_than_nohedge
0.005,12280,0.8625407166123779,0.9752442996742671,0.9595276872964169,0.989413680781759
0.01,12280,0.8613192182410423,0.9753257328990228,0.9594462540716613,0.9894951140065147
0.02,12280,0.8508957654723127,0.9751628664495114,0.958957654723127,0.9894951140065147
