scenario_id,model_type,n_seeds,price_true,delta_true,price_abs_error_mean,price_abs_error_max_seed,price_error_mean,price_pred_sd_seed,delta_abs_error_mean,delta_abs_error_max_seed,delta_error_mean,delta_pred_sd_seed,split,S0_K,spot_K,fixed_avg_contrib_K,past_avg_K,t,tau,n_fix_past,n_fix_future,r,kappa_q,theta_q_log_K,sigma_q,kappa_p,theta_p_log_K,sigma_p,state_seed,pricing_seed,price_K,delta,price_se_rep,delta_se_rep,n_paths,n_replications,pricing_engine,compute_backend,compute_dtype,expected_final_avg_K_Q,expected_moneyness_Q,abs_expected_moneyness_Q,required_future_avg_K_for_strike,spot_minus_required_future_avg,target_ranked
test_0004048,dml,5,5.944625058873498e-07,1.3533255014408496e-06,0.024996704708553523,0.0349264208485086,0.024996704708553523,0.009361023662093505,0.048163646898229155,0.0701327176315552,0.048163646898229155,0.02246760499007223,test,1.107649160409346,0.8177255719807446,0.8863694036568183,0.9669484403528926,0.9174175273627044,0.0825824726372957,11,1,0.0440406668931245,39.22438666783273,0.0516612873529991,0.6783251483738422,32.66452619190628,0.0,0.6247403836973323,185117385428944,185546882158544,5.944625058873498e-07,1.3533255014408496e-06,,,8192,1,rqmc,pytorch_cuda,float32,0.9735103122248817,-0.026489687775118287,0.026489687775118287,1.3635671561181808,-0.5458415841374362,price
test_0003212,dml,5,0.0,0.0,0.01661012164940336,0.0181240267944353,0.01661012164940336,0.0014792069113921484,0.07273006462972413,0.0853666239966216,0.07273006462972413,0.01313641999444429,test,1.0506449264707045,0.8893351373636806,0.789509643415872,0.9474115720990464,0.833767810696736,0.166232189303264,10,2,0.0039176140725612,44.36127495765686,-0.0446627755055369,0.6375410707294941,32.66452619190628,0.0,0.6247403836973323,185117385428108,185546882157708,0.0,0.0,,,8192,1,rqmc,pytorch_cuda,float32,0.9491115175695042,-0.05088848243049582,0.05088848243049582,1.2629421395047677,-0.3736070021410871,price
test_0001958,dml,5,0.0023698951117694,3.8530015444848686e-05,0.01442186164532384,0.0471257110172028,0.01437230895401384,0.019706571394386866,0.01759397570834389,0.0495197291702766,0.01759397570834389,0.02005321216563408,test,0.963236614014022,1.0273686084780929,0.7418998430899727,0.9891997907866305,0.75045825811103,0.2495417418889701,9,3,0.0702430706471204,81.99689599685371,0.0237104830543748,0.6912713402509689,32.66452619190628,0.0,0.6247403836973323,185117385426854,185546882156454,0.0023698951117694,3.8530015444848686e-05,,,8192,1,rqmc,pytorch_cuda,float32,0.9982718552371904,-0.0017281447628095803,0.0017281447628095803,1.0324006276401092,-0.0050320191620163435,price
test_0007288,dml,5,0.0752937495708465,0.0165985338389873,0.01150527710580352,0.0167477239991388,-0.00803184036077436,0.010160415545267401,0.00294051394970664,0.0068144701118046,0.00027609432836136,0.004298727280840167,test,1.1654181842692195,1.0424134536502088,0.9221963472737816,1.106635616728538,0.8978888167999685,0.1021111832000315,10,2,0.0140437772125005,80.05825628526509,-0.1017412552213219,0.6888105328381061,32.66452619190628,0.0,0.6247403836973323,185117385432184,185546882161784,0.0752937495708465,0.0165985338389873,,,8192,1,rqmc,pytorch_cuda,float32,1.075401475297095,0.07540147529709507,0.07540147529709507,0.4668219163573102,0.5755915372928986,price
test_0002178,mlp,5,0.0432429984211921,0.0721444338560104,0.010709995823816801,0.0196864451207368,-0.010709995823816801,0.007840470342939825,0.3079580101666069,0.5012342311324606,0.3079580101666069,0.170114279784542,test,0.9036288897506892,0.977392447667869,0.870518194925578,1.0446218339106936,0.9148171432316304,0.0851828567683696,10,2,0.0216547939181327,85.53450019657612,0.0770579514449918,0.682499970793724,32.66452619190628,0.0,0.6247403836973323,185117385427074,185546882156674,0.0432429984211921,0.0721444338560104,,,8192,1,rqmc,pytorch_cuda,float32,1.0433228861154902,0.04332288611549018,0.04332288611549018,0.7768908304465318,0.2005016172213372,price
test_0003952,mlp,5,0.0186708848923444,0.0790240913629531,0.01061019382168448,0.0130680614496466,-0.01061019382168448,0.0014412129744011608,0.04374151565818918,0.1204571071285081,0.04374151565818918,0.05304277079744307,test,1.0955450509442015,0.912129584240163,0.7902878544218721,1.0537171392291629,0.83248793175444,0.1675120682455599,9,3,0.0394736599177122,61.4882657378912,-0.0907428124219957,0.6578680999577046,32.66452619190628,0.0,0.6247403836973323,185117385428848,185546882158448,0.0186708848923444,0.0790240913629531,,,8192,1,rqmc,pytorch_cuda,float32,1.0187928912177577,0.018792891217757735,0.018792891217757735,0.8388485823125116,0.07328100192765141,price
test_0006598,mlp,5,7.111473678378388e-06,2.095286617986858e-05,0.0105957692629279,0.0151038653585171,0.0105957692629279,0.004647832471000041,0.14856761840691055,0.241322786500784,-0.14856761840691055,0.08129380839331961,test,0.9591210405575112,0.9448161430311486,0.8963570776282611,0.9778440846853758,0.9180061735212804,0.0819938264787197,11,1,0.0230191745609045,34.04583152011037,0.0211026183493523,0.6070921672880649,32.66452619190628,0.0,0.6247403836973323,185117385431494,185546882161094,7.111473678378388e-06,2.095286617986858e-05,,,8192,1,rqmc,pytorch_cuda,float32,0.9812908756626936,-0.018709124337306426,0.018709124337306426,1.2437150684608667,-0.2988989254297181,price
test_0004678,dml,5,0.0814138427376747,0.0558959245681762,0.010130533457485541,0.0236792294922781,-0.00936359620194506,0.010084748856614418,0.00916129837747626,0.0129079134846139,0.0033323469355417802,0.010446019168858997,test,0.9608534183120356,1.1190166717166914,0.8192326550503042,1.092310206733739,0.8191925621591508,0.1808074378408491,9,3,0.0617559157311916,30.831315461546183,0.0280422070639212,0.6585801973938942,32.66452619190628,0.0,0.6247403836973323,185117385429574,185546882159174,0.0814138427376747,0.0558959245681762,,,8192,1,rqmc,pytorch_cuda,float32,1.082326587437653,0.08232658743765309,0.08232658743765309,0.7230693797987833,0.3959472919179081,price
test_0007522,dml,5,0.0505930110812187,0.0917157158255577,0.01001556059241466,0.0195401385548374,-0.01001556059241466,0.007681652328471987,0.00619075312736706,0.0121399227333744,0.00417235982398854,0.0072452020166375464,test,0.8961676465347409,1.0447620273035048,0.7843841525215378,1.0458455366953838,0.8330818669870496,0.1669181330129504,9,3,0.0300231496244668,27.594553546980023,0.0712278264084733,0.6476884809136391,32.66452619190628,0.0,0.6247403836973323,185117385432418,185546882162018,0.0505930110812187,0.0917157158255577,,,8192,1,rqmc,pytorch_cuda,float32,1.0508479860708295,0.05084798607082952,0.05084798607082952,0.8624633899138487,0.18229863738965602,price
test_0000036,mlp,5,0.0439255349338054,0.07149438560009,0.00868838680768766,0.0150402337854533,-0.00868838680768766,0.00602801046220985,0.08841724583963632,0.1531129874132835,0.08841724583963632,0.0580530617941852,test,1.0700552080990746,0.9038565481811028,0.543649381331522,1.087298762663044,0.578837714996189,0.4211622850038111,6,6,0.0600345850735902,41.02302501164377,0.0165021237555407,0.6771196274459361,32.66452619190628,0.0,0.6247403836973323,185117385424932,185546882154532,0.0439255349338054,0.07149438560009,,,8192,1,rqmc,pytorch_cuda,float32,1.0450472478375503,0.04504724783755032,0.04504724783755032,0.9127012373369561,-0.008844689155853236,price
